Wall time,Step,Value
1664918898.501036,120,30.0
1664918898.530617,355,29.58333396911621
1664918898.544144,488,30.5
1664918898.553215,558,27.899999618530273
1664918898.6171641,1132,25.727272033691406
1664918898.626289,1219,25.39583396911621
1664918898.658887,1462,24.366666793823242
1664918898.669194,1533,23.953125
1664918898.702867,1816,23.894737243652344
1664918898.712849,1915,23.9375
1664918898.723279,2009,23.91666603088379
1664918898.738316,2141,23.271739959716797
1664918898.7492979,2247,23.40625
1664918898.781218,2554,22.90999984741211
1664918898.791851,2661,23.059999465942383
1664918898.809957,2834,22.760000228881836
1664918898.857018,3179,22.59000015258789
1664918898.868525,3295,22.850000381469727
1664918898.8820622,3408,21.889999389648438
1664918898.8927019,3506,22.15999984741211
1664918898.898863,3556,21.780000686645508
1664918898.907734,3638,21.760000228881836
1664918898.917465,3728,21.950000762939453
1664918898.9856498,4366,22.25
1664918898.995784,4466,22.190000534057617
1664918899.0033631,4528,21.440000534057617
1664918899.011931,4603,21.399999618530273
1664918899.020519,4677,21.229999542236328
1664918899.031429,4779,21.18000030517578
1664918899.0488808,4933,20.989999771118164
1664918899.057694,5014,20.600000381469727
1664918899.073757,5158,20.450000762939453
1664918899.103219,5434,20.829999923706055
1664918899.116308,5573,21.649999618530273
1664918899.123838,5639,21.329999923706055
1664918899.135705,5756,22.0
1664918899.1542542,5907,21.790000915527344
1664918899.1640818,5978,21.239999771118164
1664918899.1754649,6086,21.65999984741211
1664918899.18995,6232,22.229999542236328
1664918899.212673,6448,22.399999618530273
1664918899.2253299,6557,22.8700008392334
1664918899.2496178,6790,23.239999771118164
1664918899.2675068,6955,23.520000457763672
1664918899.2844422,7104,23.25
1664918899.3086028,7344,24.110000610351562
1664918899.3182561,7432,24.18000030517578
1664918899.334851,7589,24.309999465942383
1664918899.341692,7650,24.010000228881836
1664918899.362814,7848,24.139999389648438
1664918899.373169,7947,23.739999771118164
1664918899.4018419,8219,23.780000686645508
1664918899.409468,8284,23.770000457763672
1664918899.467488,8834,23.860000610351562
1664918899.503965,9158,22.719999313354492
1664918899.519011,9309,23.540000915527344
1664918899.546572,9560,23.84000015258789
1664918899.576844,9827,22.959999084472656
1664918899.5900319,9961,23.719999313354492
1664918899.612092,10158,23.969999313354492
1664918899.621506,10239,23.90999984741211
1664918899.631785,10340,23.93000030517578
1664918899.660606,10607,23.8799991607666
1664918899.679724,10789,24.059999465942383
1664918899.723727,11209,23.209999084472656
1664918899.775693,11707,23.979999542236328
1664918899.7856,11799,24.170000076293945
1664918899.806389,11956,23.959999084472656
1664918899.815758,12040,23.799999237060547
1664918899.825999,12139,23.989999771118164
1664918899.8353028,12222,23.950000762939453
1664918899.8440058,12304,23.43000030517578
1664918899.862381,12476,23.18000030517578
1664918899.897272,12760,24.200000762939453
1664918899.909782,12841,23.90999984741211
1664918899.965503,13293,23.309999465942383
1664918899.9796638,13421,23.809999465942383
1664918900.000204,13609,24.0
1664918900.006845,13665,23.829999923706055
1664918900.049651,14037,23.299999237060547
1664918900.1158469,14616,23.1200008392334
1664918900.138175,14825,23.489999771118164
1664918900.147383,14914,23.31999969482422
1664918900.169136,15124,22.829999923706055
1664918900.1766882,15191,22.829999923706055
1664918900.184725,15255,22.719999313354492
1664918900.201654,15395,22.6200008392334
1664918900.238629,15720,22.100000381469727
1664918900.245104,15777,21.68000030517578
1664918900.256568,15876,22.110000610351562
1664918900.296942,16107,20.700000762939453
1664918900.3062441,16174,20.139999389648438
1664918900.313708,16238,19.979999542236328
1664918900.3260312,16346,20.43000030517578
1664918900.344888,16528,20.600000381469727
1664918900.352553,16590,20.450000762939453
1664918900.371039,16763,20.5
1664918900.3828638,16855,20.299999237060547
1664918900.391911,16924,20.100000381469727
1664918900.401184,17003,20.1200008392334
1664918900.4301708,17264,20.09000015258789
1664918900.436825,17319,19.959999084472656
1664918900.44574,17404,20.09000015258789
1664918900.455246,17495,20.31999969482422
1664918900.490637,17820,21.0
1664918900.517141,18068,21.09000015258789
1664918900.5254872,18138,21.010000228881836
1664918900.5355022,18232,21.25
1664918900.556709,18414,21.760000228881836
1664918900.5643709,18480,21.34000015258789
1664918900.572918,18532,20.920000076293945
1664918900.58032,18603,20.75
1664918900.605181,18857,21.920000076293945
1664918900.635921,19174,23.190000534057617
1664918900.661394,19362,23.59000015258789
1664918900.695491,19578,23.84000015258789
1664918900.716723,19785,24.65999984741211
1664918900.7297459,19904,25.0
1664918900.756573,20129,25.0
1664918900.764698,20206,24.829999923706055
1664918900.7740722,20286,24.65999984741211
1664918900.7822,20356,24.670000076293945
1664918900.790933,20432,24.809999465942383
1664918900.809694,20612,24.739999771118164
1664918900.818549,20697,24.649999618530273
1664918900.853611,21025,24.93000030517578
1664918900.89226,21398,25.40999984741211
1664918900.9242911,21709,24.450000762939453
1664918900.93473,21808,24.459999084472656
1664918900.9443579,21902,23.899999618530273
1664918900.954089,21995,24.170000076293945
1664918900.9605398,22049,24.229999542236328
1664918900.979816,22232,23.280000686645508
1664918900.992115,22301,22.760000228881836
1664918901.032542,22475,22.690000534057617
1664918901.0403562,22536,22.5
1664918901.052479,22656,23.0
1664918901.061667,22746,23.139999389648438
1664918901.1129332,23211,23.700000762939453
1664918901.1220071,23290,23.59000015258789
1664918901.131555,23378,23.530000686645508
1664918901.1606688,23622,22.239999771118164
1664918901.16837,23688,21.940000534057617
1664918901.1766028,23756,21.610000610351562
1664918901.18574,23831,21.219999313354492
1664918901.209718,24051,21.489999771118164
1664918901.3126059,24642,22.530000686645508
1664918901.33661,24811,22.75
1664918901.345794,24885,22.290000915527344
1664918901.378794,25189,22.56999969482422
1664918901.390016,25298,22.579999923706055
1664918901.401162,25400,22.940000534057617
1664918901.4195578,25566,22.760000228881836
1664918901.439208,25748,23.1200008392334
1664918901.455991,25907,22.850000381469727
1664918901.4753711,26105,24.170000076293945
1664918901.49296,26264,24.329999923706055
1664918901.5248032,26428,23.770000457763672
1664918901.5370371,26508,23.610000610351562
1664918901.5560079,26666,23.350000381469727
1664918901.564267,26741,22.8700008392334
1664918901.605376,27065,22.540000915527344
1664918901.612496,27132,22.469999313354492
1664918901.6218848,27217,22.020000457763672
1664918901.632659,27309,22.309999465942383
1664918901.642001,27377,21.8799991607666
1664918901.6923678,27843,22.059999465942383
1664918901.726311,28049,22.139999389648438
1664918901.743086,28130,22.229999542236328
1664918901.759706,28269,21.639999389648438
1664918901.768738,28351,21.579999923706055
1664918901.797478,28625,21.969999313354492
1664918901.80525,28695,21.8700008392334
1664918901.824791,28868,22.020000457763672
1664918901.836163,28972,22.309999465942383
1664918901.8553169,29154,22.559999465942383
1664918901.863957,29238,22.280000686645508
1664918901.9003441,29546,23.290000915527344
1664918901.9267142,29781,24.040000915527344
1664918901.988906,30193,23.5
1664918901.99849,30291,23.649999618530273
1664918902.007589,30369,23.200000762939453
1664918902.020022,30493,23.6299991607666
1664918902.03371,30637,23.68000030517578
1664918902.069159,30963,23.3799991607666
1664918902.078685,31058,23.6299991607666
1664918902.093503,31195,23.270000457763672
1664918902.1189399,31465,23.110000610351562
1664918902.127769,31568,23.299999237060547
1664918902.137036,31644,23.09000015258789
1664918902.14702,31707,22.670000076293945
1664918902.1842592,31881,22.469999313354492
1664918902.198106,31988,22.06999969482422
1664918902.2073338,32072,21.860000610351562
1664918902.223697,32207,21.639999389648438
1664918902.232747,32294,21.889999389648438
1664918902.245281,32416,22.229999542236328
1664918902.257052,32531,22.399999618530273
1664918902.274702,32689,21.959999084472656
1664918902.287724,32816,21.790000915527344
1664918902.2998881,32932,21.40999984741211
1664918902.316638,33103,21.399999618530273
1664918902.324639,33189,21.309999465942383
1664918902.33279,33276,21.649999618530273
1664918902.3414059,33358,21.6299991607666
1664918902.347245,33415,21.0
1664918902.356334,33517,21.25
1664918902.3647842,33594,21.290000915527344
1664918902.443274,34096,21.079999923706055
1664918902.450791,34164,20.920000076293945
1664918902.476217,34415,22.079999923706055
1664918902.4875479,34530,22.360000610351562
1664918902.521369,34842,21.530000686645508
1664918902.537262,34997,21.229999542236328
1664918902.544721,35072,21.399999618530273
1664918902.5561442,35200,21.809999465942383
1664918902.60521,35534,22.579999923706055
1664918902.625592,35634,22.760000228881836
1664918902.634141,35700,22.850000381469727
1664918902.6435142,35792,22.75
1664918902.650441,35856,22.6200008392334
1664918902.660169,35953,22.799999237060547
1664918902.668268,36026,22.670000076293945
1664918902.677269,36115,22.469999313354492
1664918902.683794,36173,22.3700008392334
1664918902.690855,36234,22.219999313354492
1664918902.699744,36320,22.239999771118164
1664918902.719009,36503,21.940000534057617
1664918902.7272499,36575,21.600000381469727
1664918902.75203,36821,22.209999084472656
1664918902.770615,36993,22.280000686645508
1664918902.7974248,37234,22.969999313354492
1664918902.805423,37296,22.989999771118164
1664918902.8449652,37500,22.34000015258789
1664918902.852584,37549,21.959999084472656
1664918902.862617,37637,21.030000686645508
1664918902.8745139,37750,21.15999984741211
1664918902.904106,38002,21.459999084472656
1664918902.913388,38090,21.3700008392334
1664918902.93061,38244,21.290000915527344
1664918902.938784,38320,21.469999313354492
1664918902.968259,38585,21.850000381469727
1664918902.978681,38686,21.829999923706055
1664918903.0189629,39027,21.450000762939453
1664918903.0278301,39114,21.209999084472656
1664918903.056135,39383,20.8700008392334
1664918903.068543,39507,21.350000381469727
1664918903.080607,39574,21.329999923706055
1664918903.0957382,39677,21.770000457763672
1664918903.105588,39770,22.209999084472656
1664918903.116971,39869,22.31999969482422
1664918903.1244118,39929,21.790000915527344
1664918903.135591,40027,22.170000076293945
1664918903.153719,40184,21.81999969482422
1664918903.1666718,40312,22.219999313354492
1664918903.1767411,40403,22.5
1664918903.186202,40481,22.3700008392334
