Wall time,Step,Value
1664918903.224493,40830,22.450000762939453
1664918903.236126,40916,22.299999237060547
1664918903.253186,40986,21.950000762939453
1664918903.267408,41059,21.75
1664918903.279516,41177,22.1299991607666
1664918903.2988212,41345,22.309999465942383
1664918903.316216,41509,22.229999542236328
1664918903.333448,41665,21.579999923706055
1664918903.346345,41751,21.770000457763672
1664918903.356849,41844,21.670000076293945
1664918903.377138,42040,21.709999084472656
1664918903.38522,42098,21.690000534057617
1664918903.397522,42224,21.969999313354492
1664918903.4143648,42385,22.010000228881836
1664918903.4340649,42584,21.809999465942383
1664918903.445267,42684,22.030000686645508
1664918903.475348,42983,22.3799991607666
1664918903.482475,43052,22.219999313354492
1664918903.531265,43346,22.8700008392334
1664918903.543743,43422,22.450000762939453
1664918903.55744,43533,22.670000076293945
1664918903.5678349,43633,22.8799991607666
1664918903.5754309,43701,22.809999465942383
1664918903.5864651,43783,22.739999771118164
1664918903.604434,43945,23.549999237060547
1664918903.62467,44138,23.8700008392334
1664918903.632268,44208,23.639999389648438
1664918903.642414,44294,23.540000915527344
1664918903.649803,44350,23.100000381469727
1664918903.6721458,44579,23.549999237060547
1664918903.695856,44802,23.059999465942383
1664918903.704124,44882,22.979999542236328
1664918903.7290292,45148,22.440000534057617
1664918903.780511,45423,22.690000534057617
1664918903.79334,45498,22.549999237060547
1664918903.808767,45638,22.920000076293945
1664918903.84415,45969,23.360000610351562
1664918903.858934,46099,23.15999984741211
1664918903.8689878,46200,22.549999237060547
1664918903.878484,46288,22.59000015258789
1664918903.888628,46382,22.440000534057617
1664918903.898858,46469,22.610000610351562
1664918903.908618,46569,22.75
1664918903.918432,46656,23.059999465942383
1664918903.936074,46815,22.360000610351562
1664918903.9461,46902,22.739999771118164
1664918903.954565,46967,22.709999084472656
1664918903.960787,47029,22.270000457763672
1664918903.969172,47105,22.229999542236328
1664918903.983729,47227,22.700000762939453
1664918904.012471,47415,22.670000076293945
1664918904.078393,48041,22.299999237060547
1664918904.1048908,48284,21.850000381469727
1664918904.113787,48373,21.729999542236328
1664918904.147232,48481,21.93000030517578
1664918904.1543481,48535,21.530000686645508
1664918904.162037,48602,21.329999923706055
1664918904.168254,48655,20.860000610351562
1664918904.1775942,48748,20.920000076293945
1664918904.1862452,48824,20.81999969482422
1664918904.193263,48881,20.65999984741211
1664918904.202225,48961,20.59000015258789
1664918904.2116082,49055,20.8799991607666
1664918904.219692,49127,20.979999542236328
1664918904.234132,49250,20.229999542236328
1664918904.243346,49335,19.93000030517578
1664918904.285245,49642,20.549999237060547
1664918904.307452,49809,20.790000915527344
1664918904.399691,50017,20.84000015258789
1664918904.42519,50053,20.1200008392334
1664918904.449737,50093,19.969999313354492
1664918904.600629,50327,17.25
1664918904.627347,50367,17.1200008392334
1664918904.656524,50409,16.610000610351562
1664918904.760329,50561,15.0600004196167
1664918904.791608,50599,14.720000267028809
1664918904.85643,50674,14.239999771118164
1664918904.915408,50753,13.100000381469727
1664918905.002728,50874,11.479999542236328
1664918905.110801,51025,9.720000267028809
1664918905.225824,51175,9.65999984741211
1664918905.26744,51214,9.670000076293945
1664918905.291708,51252,9.65999984741211
1664918905.3420029,51325,9.579999923706055
1664918905.36922,51367,9.579999923706055
1664918905.400426,51409,9.609999656677246
1664918905.434846,51458,9.75
1664918905.479733,51524,10.029999732971191
1664918905.568819,51662,10.630000114440918
1664918905.711584,51855,11.8100004196167
1664918905.7799308,51967,12.529999732971191
1664918905.850623,52090,13.369999885559082
1664918905.9451818,52251,14.569999694824219
1664918906.132698,52566,16.920000076293945
1664918906.225767,52723,18.110000610351562
1664918906.2995698,52844,18.969999313354492
1664918906.4569569,53117,20.920000076293945
1664918906.733119,53568,24.280000686645508
1664918906.929873,53909,26.950000762939453
1664918907.2960598,54541,32.15999984741211
1664918907.38019,54682,33.150001525878906
1664918907.475193,54830,33.720001220703125
1664918907.520493,54903,33.790000915527344
1664918907.55466,54949,33.54999923706055
1664918907.620414,55030,32.790000915527344
1664918907.6845078,55117,31.5
1664918907.711252,55155,30.649999618530273
1664918907.7934148,55273,27.06999969482422
1664918907.817215,55312,25.889999389648438
1664918907.845548,55354,25.100000381469727
1664918907.874264,55391,24.1299991607666
1664918908.0081868,55548,19.799999237060547
1664918908.033888,55588,18.389999389648438
1664918908.059565,55626,17.170000076293945
1664918908.111648,55704,13.630000114440918
1664918908.209225,55819,10.390000343322754
1664918908.2433999,55858,10.279999732971191
1664918908.279371,55898,9.949999809265137
1664918908.3094442,55936,9.869999885559082
1664918908.3466299,55978,9.90999984741211
1664918908.3784661,56013,9.829999923706055
1664918908.5084538,56157,9.640000343322754
1664918908.5681229,56229,9.5600004196167
1664918908.598739,56268,9.5600004196167
1664918908.62639,56306,9.520000457763672
1664918908.652013,56344,9.529999732971191
1664918908.688858,56383,9.529999732971191
1664918908.790265,56500,9.520000457763672
1664918908.817201,56537,9.489999771118164
1664918908.8402848,56572,9.460000038146973
1664918909.0547562,56856,9.579999923706055
1664918909.1309068,56969,9.5600004196167
1664918909.275697,57164,9.710000038146973
1664918909.310155,57203,9.739999771118164
1664918909.3374772,57244,9.760000228881836
1664918909.418069,57366,9.829999923706055
1664918909.469454,57442,9.789999961853027
1664918909.495795,57482,9.819999694824219
1664918909.5222242,57522,9.850000381469727
1664918909.5600462,57564,9.920000076293945
1664918909.627605,57643,9.970000267028809
1664918909.655819,57683,9.979999542236328
1664918909.7560692,57836,9.800000190734863
1664918909.7831628,57875,9.8100004196167
1664918909.810716,57917,9.850000381469727
1664918909.837971,57954,9.850000381469727
1664918909.880859,57993,9.859999656677246
1664918909.9192178,58034,9.869999885559082
1664918909.9721758,58113,9.859999656677246
1664918910.053296,58229,9.850000381469727
1664918910.0809228,58269,9.829999923706055
1664918910.155997,58344,9.779999732971191
1664918910.264559,58504,9.819999694824219
1664918910.292496,58542,9.779999732971191
1664918910.342648,58617,9.739999771118164
1664918910.425656,58737,9.800000190734863
1664918910.484268,58811,9.75
1664918910.537475,58889,9.720000267028809
1664918910.5634391,58930,9.760000228881836
1664918910.5908968,58970,9.770000457763672
1664918910.6411872,59046,9.75
1664918910.667393,59083,9.699999809265137
1664918910.710072,59122,9.720000267028809
1664918910.7435598,59161,9.720000267028809
1664918910.7703521,59200,9.710000038146973
1664918910.796795,59240,9.710000038146973
1664918910.821182,59276,9.6899995803833
1664918910.8736918,59349,9.670000076293945
1664918910.915104,59389,9.670000076293945
1664918910.952071,59429,9.65999984741211
1664918911.085345,59626,9.699999809265137
1664918911.113581,59664,9.670000076293945
1664918911.151142,59705,9.680000305175781
1664918911.208364,59787,9.760000228881836
1664918911.246003,59825,9.75
1664918911.275472,59862,9.729999542236328
1664918911.3014169,59901,9.710000038146973
1664918911.500274,60165,9.649999618530273
1664918911.58949,60279,9.680000305175781
1664918911.61952,60317,9.680000305175781
1664918911.680575,60412,9.829999923706055
1664918911.846408,60641,10.149999618530273
1664918911.878161,60692,10.279999732971191
1664918911.9255621,60749,10.4399995803833
1664918912.0014238,60863,10.760000228881836
1664918912.031637,60909,10.84000015258789
1664918912.061051,60956,10.9399995803833
1664918912.0971441,61005,11.039999961853027
1664918912.132396,61053,11.149999618530273
1664918912.166786,61107,11.319999694824219
1664918912.2154722,61168,11.520000457763672
1664918912.2937138,61291,12.0
1664918912.336496,61354,12.260000228881836
1664918912.399081,61452,12.479999542236328
1664918912.4325492,61498,12.550000190734863
1664918912.4636202,61544,12.649999618530273
1664918912.4953759,61592,12.75
1664918912.522986,61634,12.699999809265137
1664918912.549367,61676,12.640000343322754
1664918912.63297,61790,12.420000076293945
1664918912.6887228,61862,12.210000038146973
1664918912.724556,61901,12.09000015258789
1664918912.791504,62000,11.880000114440918
1664918912.8620632,62078,11.6899995803833
1664918912.9198039,62155,11.5
1664918912.956092,62211,11.579999923706055
1664918912.987446,62257,11.5
1664918913.063665,62352,11.300000190734863
1664918913.122745,62404,11.130000114440918
1664918913.260742,62606,11.079999923706055
1664918913.2895749,62649,11.050000190734863
1664918913.3223538,62692,11.0
1664918913.36374,62738,11.039999961853027
1664918913.4498801,62856,11.020000457763672
1664918913.4777658,62893,11.029999732971191
1664918913.5389519,62968,11.0600004196167
1664918913.676051,63154,10.760000228881836
1664918913.7092,63197,10.800000190734863
1664918913.7836008,63272,10.609999656677246
1664918913.8109171,63310,10.529999732971191
1664918913.838845,63350,10.460000038146973
1664918913.896636,63433,10.289999961853027
1664918913.926893,63477,10.199999809265137
1664918913.971203,63520,10.149999618530273
1664918914.008321,63568,10.149999618530273
1664918914.067116,63655,10.0600004196167
1664918914.121055,63733,9.949999809265137
1664918914.1560938,63774,9.949999809265137
1664918914.208242,63848,9.920000076293945
1664918914.242665,63885,9.920000076293945
1664918914.267162,63922,9.930000305175781
1664918914.3255339,63997,9.920000076293945
1664918914.364375,64033,9.850000381469727
1664918914.418365,64115,9.960000038146973
1664918914.442476,64151,9.970000267028809
1664918914.505877,64228,9.949999809265137
1664918914.665482,64424,9.90999984741211
1664918914.695376,64463,9.859999656677246
1664918914.800895,64575,9.670000076293945
1664918914.8584352,64654,9.59000015258789
1664918914.894221,64698,9.649999618530273
1664918915.000009,64846,9.979999542236328
1664918915.0419579,64886,10.010000228881836
1664918915.0818949,64924,10.020000457763672
1664918915.16671,65047,10.140000343322754
1664918915.190721,65082,10.100000381469727
1664918915.306464,65233,10.050000190734863
1664918915.346472,65274,10.039999961853027
1664918915.6278841,65654,10.0
1664918915.680238,65732,9.880000114440918
1664918915.70727,65772,9.720000267028809
1664918915.742502,65810,9.640000343322754
1664918915.7701209,65851,9.649999618530273
1664918915.799319,65889,9.649999618530273
1664918915.8259158,65924,9.609999656677246
1664918915.879745,66004,9.569999694824219
1664918915.935987,66082,9.619999885559082
1664918916.0307178,66201,9.680000305175781
1664918916.084668,66283,9.720000267028809
1664918916.1116219,66321,9.6899995803833
1664918916.192096,66441,9.760000228881836
1664918916.225368,66479,9.75
1664918916.280857,66556,9.789999961853027
1664918916.33461,66633,9.789999961853027
1664918916.361377,66672,9.8100004196167
1664918916.3972402,66710,9.779999732971191
1664918916.459336,66785,9.75
1664918916.490141,66826,9.75
1664918916.544047,66907,9.829999923706055
1664918916.5694258,66945,9.760000228881836
1664918916.617673,67019,9.75
1664918916.647338,67056,9.739999771118164
1664918916.695775,67094,9.720000267028809
1664918916.723308,67134,9.720000267028809
1664918916.750717,67174,9.729999542236328
1664918916.777984,67216,9.75
1664918916.840883,67309,9.880000114440918
1664918916.985055,67504,10.25
1664918917.024363,67560,10.40999984741211
1664918917.0541608,67607,10.510000228881836
1664918917.082326,67649,10.539999961853027
1664918917.1144161,67697,10.640000343322754
1664918917.1582341,67743,10.710000038146973
1664918917.19338,67789,10.789999961853027
1664918917.224571,67839,10.899999618530273
1664918917.261146,67891,11.0600004196167
1664918917.396874,68090,11.449999809265137
1664918917.496622,68197,11.779999732971191
1664918917.533196,68251,11.949999809265137
1664918917.620713,68375,12.010000228881836
1664918917.7726579,68531,11.819999694824219
1664918917.808086,68583,11.859999656677246
1664918917.889666,68702,11.979999542236328
1664918917.969889,68806,11.989999771118164
1664918918.009848,68854,12.050000190734863
1664918918.049962,68912,12.149999618530273
1664918918.1430888,69048,12.09000015258789
1664918918.169185,69085,11.9399995803833
1664918918.195515,69125,11.8100004196167
1664918918.222841,69161,11.75
1664918918.260201,69202,11.630000114440918
1664918918.292018,69242,11.520000457763672
1664918918.319757,69281,11.420000076293945
1664918918.371118,69360,11.09000015258789
1664918918.39791,69400,11.050000190734863
1664918918.4790652,69522,11.119999885559082
1664918918.639169,69719,10.800000190734863
1664918918.6928499,69801,10.4399995803833
1664918918.7343318,69839,10.329999923706055
1664918918.7979038,69916,10.039999961853027
1664918918.824756,69956,9.949999809265137
1664918918.8490958,69992,9.859999656677246
1664918918.936615,70110,9.850000381469727
1664918918.964596,70148,9.869999885559082
1664918918.996493,70193,9.90999984741211
1664918919.059032,70294,10.520000457763672
1664918919.10355,70364,10.829999923706055
1664918919.175953,70467,11.069999694824219
1664918919.25905,70585,11.420000076293945
1664918919.297737,70648,11.649999618530273
1664918919.335386,70706,11.84000015258789
1664918919.425083,70837,12.359999656677246
1664918919.463948,70890,12.510000228881836
1664918919.557518,71014,12.949999809265137
1664918919.599412,71075,13.140000343322754
1664918919.6458821,71146,13.449999809265137
1664918919.692499,71217,13.779999732971191
1664918919.748404,71280,14.0600004196167
1664918919.790733,71336,14.199999809265137
1664918919.9931881,71644,15.34000015258789
1664918920.0927901,71773,15.800000190734863
1664918920.1632571,71878,15.140000343322754
1664918920.2001011,71934,15.180000305175781
1664918920.2409751,71995,15.279999732971191
1664918920.372742,72188,15.399999618530273
1664918920.459699,72307,15.300000190734863
1664918920.639134,72549,15.350000381469727
1664918920.726218,72687,15.40999984741211
1664918920.775854,72757,15.399999618530273
1664918920.877203,72880,15.4399995803833
1664918921.060405,73163,15.899999618530273
1664918921.099933,73226,15.819999694824219
1664918921.139487,73283,15.720000267028809
1664918921.1805282,73346,15.729999542236328
1664918921.229311,73412,15.819999694824219
1664918921.395961,73676,16.149999618530273
1664918921.484133,73813,16.25
1664918921.528697,73882,16.360000610351562
1664918921.654358,74049,16.229999542236328
1664918921.7973812,74270,16.510000228881836
1664918921.841397,74337,16.5
1664918921.992587,74548,16.68000030517578
1664918922.081994,74679,16.6299991607666
1664918922.117171,74733,16.450000762939453
1664918922.161952,74783,16.200000762939453
1664918922.251615,74906,16.229999542236328
1664918922.377602,75102,16.280000686645508
1664918922.433228,75167,16.270000457763672
1664918922.471987,75228,16.18000030517578
1664918922.5587761,75368,16.280000686645508
1664918922.608584,75441,16.280000686645508
1664918922.67469,75521,16.389999389648438
1664918922.724884,75600,16.579999923706055
1664918922.792278,75682,16.889999389648438
1664918922.894448,75800,17.510000228881836
1664918923.149625,76192,19.219999313354492
1664918923.199937,76266,19.290000915527344
1664918923.2776058,76398,19.190000534057617
1664918923.321289,76472,19.239999771118164
1664918923.415307,76597,19.770000457763672
1664918923.657707,76981,21.979999542236328
1664918923.7729979,77174,23.350000381469727
1664918923.821861,77256,23.5
1664918924.0898838,77652,24.850000381469727
1664918924.2141418,77874,26.459999084472656
1664918924.2810051,77977,26.780000686645508
1664918924.855189,78959,32.77000045776367
1664918924.9450262,79099,32.2599983215332
1664918925.0769029,79268,30.760000228881836
1664918925.210239,79516,32.5
1664918925.250915,79583,32.540000915527344
1664918925.4661639,79920,33.22999954223633
1664918925.509595,79988,31.350000381469727
1664918925.55059,80050,31.350000381469727
1664918925.580831,80096,31.149999618530273
1664918925.61784,80154,29.799999237060547
1664918925.747714,80374,31.18000030517578
1664918925.885799,80611,32.380001068115234
1664918926.1138618,81027,35.25
1664918926.549029,81778,41.2599983215332
1664918927.779092,83875,58.380001068115234
1664918928.092907,84381,60.75
1664918928.501554,85120,65.7699966430664
1664918928.864794,85756,70.1500015258789
1664918930.097238,87899,88.0
1664918930.524841,88661,95.04000091552734
1664918931.362337,90142,106.26000213623047
1664918931.813782,90942,113.58999633789062
1664918932.2725031,91742,120.80999755859375
1664918932.6902568,92516,126.66999816894531
1664918933.14557,93302,133.82000732421875
1664918934.013609,94871,148.2100067138672
1664918934.445004,95635,155.38999938964844
1664918934.870539,96435,162.80999755859375
1664918935.326999,97232,168.5800018310547
1664918936.1895528,98800,177.72999572753906
1664918937.5458822,101198,186.42999267578125
1664918938.8561358,103555,191.74000549316406
1664918939.3162,104355,192.35000610351562
1664918940.226675,105955,194.5399932861328
1664918940.678244,106755,196.02999877929688
1664918941.126293,107555,196.55999755859375
1664918941.571795,108355,196.94000244140625
1664918942.004763,109155,198.1300048828125
1664918942.476227,109955,198.1300048828125
1664918943.3944142,111555,198.1300048828125
1664918945.1344872,114651,197.8000030517578
1664918945.5922072,115443,198.0800018310547
1664918946.459353,116972,197.39999389648438
1664918947.357883,118542,197.4199981689453
1664918948.220957,120120,197.1999969482422
1664918948.682047,120911,197.1300048828125
1664918950.9214778,124847,196.9199981689453
1664918951.354305,125637,196.82000732421875
1664918951.822556,126423,196.67999267578125
1664918952.6824682,127953,195.97999572753906
1664918953.0892942,128693,195.3800048828125
1664918953.550933,129478,195.22999572753906
1664918955.3001301,132631,195.0399932861328
1664918956.185525,134231,195.8000030517578
1664918957.123258,135831,196.25
1664918957.974904,137370,195.97999572753906
1664918958.423771,138158,196.16000366210938
1664918958.8851688,138958,196.35000610351562
1664918960.211526,141272,195.61000061035156
1664918960.62979,142040,195.2899932861328
1664918961.088771,142840,195.2899932861328
1664918961.5249448,143620,195.39999389648438
1664918962.002976,144420,195.72999572753906
1664918962.444088,145192,195.5500030517578
1664918963.766518,147532,195.7899932861328
1664918964.2393951,148325,196.32000732421875
1664918965.480238,150513,194.6300048828125
1664918965.94067,151304,194.5399932861328
1664918966.365377,152064,194.3300018310547
1664918967.294102,153619,193.8800048828125
1664918967.7407,154419,193.8800048828125
1664918969.1522849,156742,193.72000122070312
1664918969.586941,157514,193.55999755859375
1664918970.049784,158314,193.55999755859375
1664918970.957509,159876,193.82000732421875
1664918971.39808,160610,193.3800048828125
1664918973.1981282,163698,192.77999877929688
1664918973.574046,164394,192.02000427246094
1664918974.40974,165841,191.0800018310547
1664918975.708531,168109,190.13999938964844
1664918976.166087,168884,190.8300018310547
1664918977.468448,171200,191.36000061035156
1664918977.874856,171943,191.02000427246094
1664918978.3136818,172663,190.44000244140625
1664918979.962618,175578,188.36000061035156
1664918980.847952,177121,188.07000732421875
1664918981.314201,177921,188.0800018310547
1664918981.752909,178679,188.02999877929688
1664918982.19228,179456,188.4600067138672
1664918982.6427178,180194,188.32000732421875
1664918983.0756009,180949,188.41000366210938
1664918983.517199,181694,187.91000366210938
1664918984.868065,184028,189.02999877929688
1664918985.3074932,184825,189.83999633789062
1664918985.767562,185609,190.11000061035156
1664918986.190561,186363,189.64999389648438
1664918987.072528,187889,190.0500030517578
1664918987.923257,189382,189.6300048828125
1664918988.337894,190134,189.33999633789062
1664918989.700144,192327,189.2899932861328
1664918990.093497,193045,189.60000610351562
1664918991.293161,195205,188.38999938964844
1664918992.5509171,197408,187.2899932861328
