,return forecast,in sample performance
2007-08,0.011143023709501366,0.09829367305880088
2007-09,0.00928992320168991,0.1179236855188722
2007-10,0.007991617687050671,-0.1033990904931239
2007-11,-0.004176533512233785,-0.2655663678877058
2007-12,0.002767269806308413,-0.2948244552458918
2008-01,-0.009234444142686309,0.016843805172990015
2008-02,0.007498679534336783,-0.11017570862920972
2008-03,0.008293223656395171,-0.29486207006299947
2008-04,-0.0032381967347278563,-0.2792668360417311
2008-05,-0.013588607821002607,-0.7174114713396706
2008-06,-0.005488554784143994,-0.6658890892144826
2008-07,-0.0002585439900005043,-0.23037911431297853
2008-08,0.006475908024615344,-0.23023625315152657
2008-09,0.006556544466719943,-0.36875399564380973
2008-10,0.003069520376384212,-0.07440459307266253
2008-11,0.008749984928285557,-0.3392968644882356
2008-12,0.018109227811164932,-0.33306219649511437
2009-01,0.009485594292626765,-0.060787829711952165
2009-02,0.0038960154845836385,-0.050785578040906415
2009-03,-0.00400970609338944,-0.21423859113413576
2009-04,-0.00285792258105595,-0.16930606218593758
2009-05,-0.010109107173266704,-0.5464490610341218
2009-06,-0.01091831129458321,-0.49313825473532813
2009-07,-0.0037623824699673965,-0.07111676062976535
2009-08,0.005682011527869662,-0.02707708179428321
2009-09,0.010343585410053436,-0.2614745200817652
2009-10,0.007827205009679154,-0.2754388389809847
2009-11,0.0042285177414470715,-0.8607745887447961
2009-12,0.004371703134549666,-0.4652507749190681
2010-01,0.005719285687512915,-0.10069547278942649
2010-02,0.011243835558088864,-0.09099852513314492
2010-03,-0.0013121857516418898,-0.35381969392439155
2010-04,0.00773328236259094,-0.4045445612069173
2010-05,-0.0031719930429993325,-1.1279727892052527
2010-06,0.013420603109893407,-0.6094903209392831
2010-07,0.0018013713336260942,-0.2646487874648883
2010-08,0.020799933496484423,-0.2916369161399788
2010-09,0.008930576596841452,-0.713963560807924
2010-10,0.009168354462839505,-0.16537840071736293
2010-11,0.009571487384845503,-0.4319392431689696
2010-12,-0.005039124812030152,-0.5122290380108601
2011-01,0.00391324850245491,-0.2943539909295689
2011-02,0.0028248104182136418,-0.797057616311124
2011-03,0.001586651520576011,-0.9216415616895482
2011-04,-0.0012017961734110026,-0.323033161572073
2011-05,0.004000309648644161,-0.35955683523868803
2011-06,0.005475229894399883,-0.44336380316785584
2011-07,0.004461070376929712,-0.3240937669710723
2011-08,-0.0006691097134974728,-0.9501732722706182
2011-09,0.015277208083146105,-1.3422248276095092
2011-10,-0.005895231292463806,-0.3996044784359113
2011-11,-0.003096103474337412,-0.21096474304308593
2011-12,0.005390362483025631,-0.5154961798671291
2012-01,-0.0013193307489299836,-0.288216645280296
2012-02,-0.006341286858042265,-0.8829706697606657
2012-03,-0.00665541587846314,-1.2134979122696843
2012-04,0.007232120912966123,-0.42017590654967896
2012-05,0.016478454426026388,-0.21838134826463393
2012-06,-0.0017698465805568782,-0.513211969507368
2012-07,0.00796036775012638,-0.24034598179758804
2012-08,0.004494037661334817,-0.934770006858936
2012-09,0.0008576916060647461,-1.295307400062264
2012-10,0.005574835235244937,-0.4608615085442301
2012-11,0.00472233100142646,-0.5356934505754579
2012-12,0.0037593845990141093,-0.5738981966101722
2013-01,-0.004955613876532442,-0.4679364145751777
2013-02,0.0035582597338641698,-0.9789298431908602
2013-03,0.002474494825103483,-1.4283210883024178
2013-04,0.005746700101234907,-0.5295315289418809
2013-05,-0.0006490219853815663,-0.3816497650682108
2013-06,0.003864138604882695,-0.471619302621913
2013-07,-0.009821941766983342,-0.5055007257151838
2013-08,0.006027576265093644,-1.1229876671849146
2013-09,-0.002052890205772981,-1.2902467600646654
2013-10,-0.0054906778658411004,-0.4987070922078373
2013-11,-0.0033948360869471917,-0.4220419695547874
2013-12,-0.006213086048970543,-0.6191546063511231
2014-01,0.009598245753435533,-0.676411485187237
2014-02,-0.0032492308214238787,-1.1176696367248977
2014-03,0.004819674292816048,-1.4068749805606175
2014-04,0.007056850778211087,-0.5698089134837825
2014-05,0.006633142414011125,-0.29117239446930343
2014-06,0.00544286146747914,-0.34998953232007024
2014-07,0.004021556677835301,-0.3800522005017697
2014-08,-0.0028471681155009974,-0.5946683297281175
2014-09,0.006211868604864925,-0.7473800231068439
2014-10,-0.005726964884855299,-0.2934651370463053
2014-11,-0.0009232138752736558,-0.28868571624578454
2014-12,0.005531779649687352,-0.31317701367745193
2015-01,0.011960722676231529,-0.2811589713734285
2015-02,-0.006279378782793532,-0.2414582336252099
2015-03,0.0016861091822817469,-0.4487272612959389
2015-04,-0.0032706887593624795,-0.15471904344696152
2015-05,-0.0012665333771671333,-0.2429568710228011
2015-06,-0.0009025737054096069,-0.37464800243953184
2015-07,-0.007789305308781178,-0.49283340747937454
2015-08,8.384915713581623e-05,-0.266895464503542
2015-09,0.0046128007048096996,-0.3261935229213265
2015-10,-0.0025105002340365893,-0.15652510189602747
2015-11,-0.003057725093166329,-0.28213319340986887
2015-12,0.0016402166034977515,-0.286010470960601
2016-01,0.0011857919820215492,-0.5250558613131484
2016-02,0.0067785283707528406,-0.22888950702945318
2016-03,0.0013644860817954628,-0.11004613269662618
2016-04,-4.02838482891792e-05,-0.15124732895505505
2016-05,-0.0005658870016192152,-0.3175952780411338
2016-06,0.014395462416683009,-0.367515846706533
2016-07,-0.0002915657314270355,-0.7377150395853532
2016-08,0.0010406797866733255,-0.2804715204696012
2016-09,0.004998055972565219,-0.11145832176746566
2016-10,0.0009155511714113352,-0.15198620387910522
2016-11,-0.01873842343988756,-0.11939195790237664
2016-12,-0.008538327407283905,-0.506496083005446
