,Market Return,Risk Free
1907-03,-0.15142276422764234,0.012755
1907-06,-0.061077844311377194,0.0126
1907-09,-0.04974489795918369,0.010962
1907-12,-0.1181208053691275,0.013995
1908-03,0.04566210045662089,0.016253
1908-06,0.11208151382823872,0.011493
1908-09,0.06937172774869116,0.006977
1908-12,0.10526315789473673,0.007619
1909-03,-0.012181616832779518,0.007442
1909-06,0.09865470852017943,0.006667
1909-09,0.03979591836734686,0.006114
1909-12,0.01079489695780178,0.008172
1910-03,-0.03300970873786402,0.010231
1910-06,-0.08634538152610449,0.008881
1910-09,-0.020879120879120805,0.009811
1910-12,0.015712682379349197,0.011161
1911-03,0.029834254143646266,0.009235
1911-06,0.037553648068669565,0.007552
1911-09,-0.10341261633919341,0.007065
1911-12,0.05074971164936559,0.008947
1912-03,0.02085620197585092,0.009146
1912-06,0.03010752688172036,0.008194
1912-09,0.029227557411273475,0.007774
1912-12,-0.04868154158214999,0.011227
1913-03,-0.061833688699360345,0.012201
1913-06,-0.07727272727272738,0.01167
1913-09,0.05049261083743839,0.011936
1913-12,-0.05744431418522866,0.011781
1914-03,0.034825870646766344,0.011515
1914-06,-0.022836538461538436,0.00742
1914-09,-0.055350553505535194,0.007464
1914-12,-0.04296875,0.013751
1915-03,0.029931972789115635,0.008549
1915-06,0.062087186261558625,0.006401
1915-09,0.07711442786069655,0.006999
1915-12,0.09468822170900704,0.00618
1916-03,-0.03270042194092837,0.005759
1916-06,0.02071973827699014,0.005826
1916-09,0.03418803418803429,0.006933
1916-12,0.012396694214876103,0.006401
1917-03,-0.050000000000000044,0.007575
1917-06,-0.029001074113856218,0.00804
1917-09,-0.10176991150442483,0.009988
1917-12,-0.16256157635467972,0.010386
1918-03,0.07058823529411762,0.011095
1918-06,0.02335164835164827,0.011936
1918-09,0.012080536912751683,0.011936
1918-12,0.04774535809018565,0.012201
1919-03,0.02784810126582271,0.011781
1919-06,0.13423645320197064,0.010829
1919-09,-0.021715526601520208,0.011161
1919-12,-0.009988901220865709,0.010829
1920-03,-0.028026905829596438,0.011936
1920-06,-0.08650519031141868,0.011875
1920-09,-0.0063131313131312705,0.014375
1920-12,-0.1346886912325287,0.014525
1921-03,0.010279001468428861,0.0147
1921-06,-0.04796511627906974,0.01345
1921-09,0.009160305343511421,0.012475
1921-12,0.10590015128593033,0.011875
1922-03,0.05882352941176472,0.00975
1922-06,0.0917312661498706,0.008875
1922-09,0.07218934911242614,0.008125
1922-12,-0.030905077262693315,0.00835
1923-03,0.07403189066059235,0.009125
1923-06,-0.1155885471898197,0.0103
1923-09,-0.0227817745803357,0.0096
1923-12,0.04907975460122693,0.010025
1924-03,0.01754385964912264,0.0097
1924-06,-0.008045977011494121,0.008925
1924-09,0.07184241019698723,0.0061
1924-12,0.09837837837837848,0.00535
1925-03,0.02263779527559051,0.006425
1925-06,0.039461020211742026,0.00695
1925-09,0.06574074074074066,0.00715
1925-12,0.08253692441355343,0.007925
1926-03,-0.0802568218298555,0.008775
1926-06,0.07504363001745196,0.00785
1926-09,0.08766233766233777,0.007325
1926-12,0.006716417910447747,0.00855
1927-03,0.032616753150481737,0.007675
1927-06,0.06030150753768848,0.008
1927-09,0.16046039268788093,0.007675
1927-12,0.03033838973162184,0.0067
1928-03,0.08323895809739512,0.007925
1928-06,0.003136434918975528,0.008175
1928-09,0.11360083376758734,0.0098
1928-12,0.13944782405240996,0.011425
1929-03,0.04845995893223809,0.01065
1929-06,0.08186447316882095,0.0115
1929-09,0.09196234612599552,0.012
1929-12,-0.2887931034482759,0.01145
1930-03,0.17202797202797204,0.007575
1930-06,-0.18615751789976132,0.007375
1930-09,-0.09139784946236562,0.004725
1930-12,-0.1748251748251748,0.004425
1931-03,0.08800521512385928,0.0037
1931-06,-0.11144397843019782,0.00345
1931-09,-0.3452461227242076,0.001375
1931-12,-0.16374871266735336,0.001125
1932-03,-0.0997536945812808,0.006025
1932-06,-0.39398084815321477,0.005625
1932-09,0.8239277652370205,0.00085
1932-12,-0.1472772277227723,7.5e-05
1933-03,-0.15094339622641506,0.0001
1933-06,0.864957264957265,0.00335
1933-09,-0.0989917506874427,0.000175
1933-12,0.02746693794506605,0.0001
1934-03,0.06435643564356441,0.000725
1934-06,-0.08744186046511626,0.0006
1934-09,-0.07237512742099905,0.000375
1934-12,0.04395604395604402,0.000525
1935-03,-0.10842105263157886,0.000575
1935-06,0.20779220779220786,0.000375
1935-09,0.13294232649071347,0.000375
1935-12,0.15875754961173416,0.0005
1936-03,0.11094564408041707,0.000375
1936-06,-0.00536193029490617,0.0005
1936-09,0.0788409703504045,0.0005
1936-12,0.07307932542161133,0.0004
1937-03,0.043073341094295836,0.0003
1937-06,-0.1406250000000001,0.00095
1937-09,-0.10649350649350653,0.0009
1937-12,-0.23328488372093015,0.000775
1938-03,-0.1943127962085308,0.000275
1938-06,0.3600000000000001,0.0002
1938-09,0.05882352941176472,0.000125
1938-12,0.07924836601307184,0.0002
1939-03,-0.16881150643451936,7.5e-05
1939-06,-0.010928961748634003,7.5e-05
1939-09,0.19889502762430933,7.5e-05
1939-12,-0.04070660522273417,0.00035
1940-03,-0.019215372297838318,0.0001
1940-06,-0.1853061224489796,5e-05
1940-09,0.06813627254509025,0.00025
1940-12,-0.007504690431519689,0.000125
1941-03,-0.05860113421550084,5e-05
1941-06,-0.011044176706827447,0.000275
1941-09,0.035532994923857864,0.0003
1941-12,-0.14803921568627454,0.00025
1942-03,-0.0782508630609896,0.000825
1942-06,0.0362047440699127,0.000625
1942-09,0.06626506024096379,0.000925
1942-12,0.10395480225988707,0.00095
1943-03,0.18526100307062432,0.00095
1943-06,0.06649395509499123,0.00095
1943-09,-0.02186234817813759,0.00095
1943-12,-0.03394039735099341,0.00095
1944-03,0.029991431019708692,0.00095
1944-06,0.07986688851913493,0.00095
1944-09,-0.015408320493066285,0.00095
1944-12,0.039123630672926346,0.00095
1945-03,0.027108433734939874,0.00095
1945-06,0.09677419354838701,0.00095
1945-09,0.08021390374331538,0.00095
1945-12,0.07425742574257432,0.00095
1946-03,0.041474654377880116,0.00095
1946-06,0.0193584070796462,0.00095
1946-09,-0.1882799782962561,0.00095
1946-12,0.022727272727272707,0.00095
1947-03,-0.008496732026143872,0.00095
1947-06,0.002636783124588149,0.00095
1947-09,-0.0065746219592374144,0.00095
1947-12,0.012574454003970947,0.002
1948-03,-0.014379084967320321,0.002375
1948-06,0.11007957559681691,0.0025
1948-09,-0.07467144563918748,0.0025
1948-12,-0.018721755971594645,0.002725
1949-03,-0.009210526315789447,0.0029
1949-06,-0.05976095617529886,0.002925
1949-09,0.10028248587570632,0.002925
1949-12,0.07573812580231065,0.002675
1950-03,0.03162291169451059,0.00275
1950-06,0.023134759976865427,0.0028
1950-09,0.09949123798756343,0.002875
1950-12,0.049357326478149055,0.00325
1951-03,0.04850563449289558,0.00335
1951-06,-0.020560747663551315,0.0035
1951-09,0.10973282442748089,0.003625
1951-12,0.02192605331040398,0.004075
1952-03,0.0252419015565839,0.004325
1952-06,0.0242100943783341,0.003975
1952-09,-0.016826923076923128,0.00425
1952-12,0.08272208638956813,0.004275
1953-03,-0.04817463304478742,0.005225
1953-06,-0.045472518782127214,0.005025
1953-09,-0.03272576636288316,0.005275
1953-12,0.06252676659528889,0.004475
1954-03,0.0858524788391779,0.004
1954-06,0.08426132145508536,0.002575
1954-09,0.10612803834303319,0.0016
1954-12,0.11358712472918575,0.002525
1955-03,0.016675931072818173,0.002875
1955-06,0.121651175505741,0.0032
1955-09,0.06434316353887404,0.003525
1955-12,0.04144721776963589,0.005175
1956-03,0.06596306068601576,0.00635
1956-06,-0.031146864686468656,0.005625
1956-09,-0.034490100063870544,0.006225
1956-12,0.02910694597574426,0.0071
1957-03,-0.05485322476965937,0.008025
1957-06,0.07390614373158,0.0077
1957-09,-0.10449651678277383,0.008225
1957-12,-0.05728429985855732,0.008825
1958-03,0.05276319079769931,0.0076
1958-06,0.07458432304037999,0.00325
1958-09,0.10654288240495147,0.002075
1958-12,0.10287654814222935,0.0061
1959-03,0.004165911972468628,0.006925
1959-06,0.05465367965367962,0.007
1959-09,-0.027193432529502237,0.008025
1959-12,0.052918424753867654,0.0101
1960-03,-0.07597261646351638,0.011225
1960-06,0.028550777014817452,0.008275
1960-09,-0.0597329585382993,0.00615
1960-12,0.08576233183856496,0.0062
1961-03,0.1196007571846498,0.005625
1961-06,-0.006455579465109107,0.005975
1961-09,0.03233292079207928,0.005825
1961-12,0.07223138018882058,0.0057
1962-03,-0.02795248078266943,0.0065
1962-06,-0.21279654924514735,0.0068
1962-09,0.02776255707762565,0.006825
1962-12,0.12137906522125452,0.00695
1963-03,0.054992076069730444,0.007175
1963-06,0.04206098843322836,0.007225
1963-09,0.03358800634279935,0.007475
1963-12,0.046304044630404384,0.00845
1964-03,0.052785923753665864,0.0088
1964-06,0.03431248417320831,0.00885
1964-09,0.03048108703635699,0.0087
1964-12,0.006771204561653477,0.008825
1965-03,0.016637168141592884,0.0096
1965-06,-0.02367688022284109,0.009825
1965-09,0.0694246314788396,0.0095
1965-12,0.027456647398844014,0.0098
1966-03,-0.03462079411446506,0.01095
1966-06,-0.05031939930516649,0.011475
1966-09,-0.09653056407835725,0.01125
1966-12,0.04924242424242409,0.013425
1967-03,0.12286816880368479,0.0124
1967-06,0.004878048780487809,0.01065
1967-09,0.06696822594880847,0.00885
1967-12,-0.0024816461586184557,0.01105
1968-03,-0.06499429874572404,0.012425
1968-06,0.10399113082039912,0.012925
1968-09,0.03103032737497502,0.0138
1968-12,0.011590532774909956,0.012975
1969-03,-0.022626612747929875,0.0149
1969-06,-0.03743473549404008,0.01505
1969-09,-0.04697574455019948,0.0161
1969-12,-0.011383161512027562,0.017725
1970-03,-0.026395828807299626,0.01955
1970-06,-0.18866450965078652,0.016575
1970-09,0.15800330033003296,0.0167
1970-12,0.09428808930055821,0.0153
1971-03,0.08855127509495375,0.012175
1971-06,-0.006081148439836537,0.00845
1971-09,-0.013640922768304864,0.011875
1971-12,0.03813300793166574,0.011725
1972-03,0.05005387403271633,0.010025
1972-06,-0.0005597014925373678,0.009325
1972-09,0.03182751540041062,0.009775
1972-12,0.0678426051560379,0.01165
1973-03,-0.05531554426090646,0.012675
1973-06,-0.06510043041606883,0.015225
1973-09,0.03999616343755985,0.017975
1973-12,-0.10034123397583705,0.020725
1974-03,-0.036596617119425856,0.018625
1974-06,-0.08491168333688026,0.0199
1974-09,-0.26116279069767445,0.01975
1974-12,0.07900535096002526,0.02015
1975-03,0.21586931155192524,0.017875
1975-06,0.14191458733205375,0.013725
1975-09,-0.11892005462758681,0.01335
1975-12,0.07535471563133411,0.01605
1976-03,0.13948331300587657,0.0136
1976-06,0.01469300379488181,0.0125
1976-09,0.009205983889528202,0.013525
1976-12,0.02109464082098067,0.0127
1977-03,-0.08412432533035541,0.010875
1977-06,0.02093070514123152,0.0115
1977-09,-0.03931130573248409,0.01255
1977-12,-0.01481404744638981,0.014525
1978-03,-0.06193480546792851,0.015175
1978-06,0.07084407577625829,0.015725
1978-09,0.0733800900240762,0.016825
1978-12,-0.06270723620050722,0.019625
1979-03,0.05701800020809489,0.0227
1979-06,0.012993404862683189,0.0237
1979-09,0.062287435623360254,0.02265
1979-12,-0.012623490669593784,0.02565
1980-03,-0.054196775986659174,0.0301
1980-06,0.11901263590949163,0.038
1980-09,0.09821428571428581,0.017675
1980-12,0.08209787980232752,0.025675
1981-03,0.001767825574543469,0.038725
1981-06,-0.03522058823529406,0.0334
1981-09,-0.114549195945431,0.036825
1981-12,0.05482871406438283,0.03675
1982-03,-0.08641370869033049,0.027125
1982-06,-0.02098963915684171,0.0317
1982-09,0.09862238846820537,0.031175
1982-12,0.16791230692575976,0.0198
1983-03,0.08759954493742916,0.01985
1983-06,0.09904550209205021,0.020875
1983-09,-0.012134911664981374,0.021975
1983-12,-0.006864575179141297,0.0225
1984-03,-0.03486327532892741,0.0225
1984-06,-0.03769317753486623,0.0238
1984-09,0.08434521477999724,0.024675
1984-12,0.0068633353401565955,0.025925
1985-03,0.08024396077493412,0.02015
1985-06,0.06193955496512782,0.0213
1985-09,-0.05092520198071404,0.017375
1985-12,0.1603690685413004,0.01775
1986-03,0.1307269973494889,0.01775
1986-06,0.049979070740895803,0.0164
1986-09,-0.07781852974007342,0.015525
1986-12,0.046904720733183414,0.013025
1987-03,0.20452574637651244,0.013825
1987-06,0.04216660953033946,0.013975
1987-09,0.05865131578947369,0.014175
1987-12,-0.23226548177609285,0.016
1988-03,0.04779828395661312,0.014425
1988-06,0.05643323419212809,0.01425
1988-09,-0.005813528336380158,0.01615
1988-12,0.02136736420139007,0.0181
1989-03,0.06175284459167507,0.020175
1989-06,0.07837352053447288,0.02205
1989-09,0.09802503302094467,0.020375
1989-12,0.012172418731204449,0.019375
1990-03,-0.038087153367289184,0.019075
1990-06,0.0531858563275871,0.01975
1990-09,-0.14515948829674308,0.019325
1990-12,0.07897402385231178,0.0184
1991-03,0.13627278783841068,0.01685
1991-06,-0.010820318746335489,0.014775
1991-09,0.044994072637137617,0.013925
1991-12,0.07536224410869896,0.01305
1992-03,-0.03212735860365867,0.010175
1992-06,0.011023309965567663,0.0101
1992-09,0.023668349095898433,0.00915
1992-12,0.042867400670177025,0.007275
1993-03,0.036629868490509754,0.00805
1993-06,-0.0025239666127926386,0.007375
1993-09,0.01864470734468293,0.007675
1993-12,0.016385941211077837,0.007375
1994-03,-0.04433486976096046,0.00765
1994-06,-0.003364963994885284,0.00875
1994-09,0.041506291219303604,0.01035
1994-12,-0.007434462190140656,0.01155
1995-03,0.09023014784331651,0.014
1995-06,0.08795510375267135,0.014325
1995-09,0.07280403854979345,0.013675
1995-12,0.05393473759860368,0.0132
1996-03,0.04800870228759768,0.01285
1996-06,0.038931061192873706,0.0124
1996-09,0.024872135156494668,0.012725
1996-12,0.07773784755059587,0.012725
1997-03,0.02211302211302213,0.012275
1997-06,0.16908812341504653,0.01285
1997-09,0.07020358361389167,0.012325
1997-12,0.024438392027700262,0.012375
1998-03,0.13532145543728036,0.0129
1998-06,0.029126389834354338,0.012575
1998-09,-0.10303922952092004,0.01245
1998-12,0.20867051454754626,0.011525
1999-03,0.046484384533407086,0.010975
1999-06,0.06711910259101206,0.0111
1999-09,-0.06556373888148259,0.011425
1999-12,0.1454264798746403,0.0117
2000-03,0.019962565935000898,0.013
2000-06,-0.02934778256749726,0.014225
2000-09,-0.0124364086346761,0.014225
2000-12,-0.08091137548642202,0.015
2001-03,-0.12114854424818977,0.014425
2001-06,0.05523428679772158,0.01105
2001-09,-0.1498505414808644,0.008725
2001-12,0.10292620131803942,0.0066
2002-03,-0.0006010034143960619,0.004225
2002-06,-0.13733778401415397,0.004475
2002-09,-0.1763166668350491,0.00425
2002-12,0.07914975039556493,0.004075
2003-03,-0.035961901297992926,0.002975
2003-06,0.14894244146289704,0.002825
2003-09,0.02202132353695707,0.0023
2003-12,0.11641916925208595,0.00235
2004-03,0.01285164400316563,0.00225
2004-06,0.012990472469610381,0.00235
2004-09,-0.023018126994144628,0.003175
2004-12,0.08733334529598613,0.004125
2005-03,-0.025851541355865204,0.005475
2005-06,0.009097146342083251,0.00685
2005-09,0.03146063643155128,0.007425
2005-12,0.015852735573441024,0.00855
2006-03,0.037283003148306904,0.009725
2006-06,-0.019021802089849493,0.011275
2006-09,0.05168477405133043,0.011975
2006-12,0.061721001609462256,0.012025
2007-03,0.001804977790312412,0.012125
2007-06,0.05805638838449956,0.01235
2007-09,0.015565237635946527,0.011525
2007-12,-0.03824463730145744,0.009725
2008-03,-0.09919910648614771,0.0075
2008-06,-0.03228245255915929,0.00315
2008-09,-0.08878125000000003,0.00465
2008-12,-0.22558215302308027,0.002825
2009-03,-0.11666758926100196,7.5e-05
2009-06,0.1522177798388209,0.000525
2009-09,0.149849889048427,0.00045
2009-12,0.05488704733794991,0.0003
2010-03,0.04872208770513864,0.000125
2010-06,-0.11862189271696466,0.000375
2010-09,0.10719795092703088,0.0003
2010-12,0.10203294777427274,0.000375
2011-03,0.05422060367036652,0.00035
2011-06,-0.0039145290120149445,0.00025
2011-09,-0.14327901623455297,0.0001
2011-12,0.11152357214827369,2.5e-05
2012-03,0.1199666030534352,2.5e-05
2012-06,-0.03287964954880118,0.0002
2012-09,0.05763640101016043,0.000225
2012-12,-0.01005087910486091,0.000275
2013-03,0.10026714533126713,0.000175
2013-06,0.023636398396625014,0.000225
2013-09,0.04685982518614429,0.000125
2013-12,0.09920014272546163,5e-05
2014-03,0.012973663139215219,0.000175
2014-06,0.04694126066846849,0.000125
2014-09,0.006152339266310536,0.0001
2014-12,0.04391342044019897,5e-05
2015-03,0.0043664092476563,7.5e-05
2015-06,-0.0023115349462494716,7.5e-05
2015-09,-0.0693516099480882,5e-05
2015-12,0.06453544996692773,5e-05
2016-03,0.007730168204546084,0.000575
2016-06,0.01899268839756485,0.000725
2016-09,0.033070333419094045,0.000675
2016-12,0.03254207271234666,0.000725
2017-03,0.05533693938351725,0.001275
2017-06,0.025686496918805535,0.00185
2017-09,0.039592970236155045,0.00245
2017-12,0.061225866886828406,0.002575
2018-03,-0.012245615478697403,0.0033
2018-06,0.029346389636748516,0.00425
2018-09,0.07195856340380447,0.00475
2018-12,-0.13971612708391967,0.005325
2019-03,0.13066198615792746,0.005925
2019-06,0.037877504939316964,0.006
2019-09,0.011890840857173846,0.005425
2019-12,0.08534168251174123,0.004725
2020-03,-0.20001052377444462,0.00385
2020-06,0.19952874537160614,0.000725
2020-09,0.0847372342587307,0.0004
2020-12,0.11688076122509661,0.000275
2021-03,0.05772522876304209,0.000225
2021-06,0.08170626420565386,7.5e-05
2021-09,0.0023362420011634466,0.0001
2021-12,0.10647376460810576,0.0001
