,return forecast,in sample performance
2017-02,0.008927099939253056,-0.38458369611718246
2017-03,0.01077499031988869,-0.2749070957966583
2017-04,0.00777601456545399,-0.4337974612894659
2017-05,0.011982273690672224,-0.42812196299742944
2017-06,0.009021772416781933,-0.2832326840317371
2017-07,0.006222322332703412,-0.34953073855289457
2017-08,0.012730404206394161,-0.42617567578107374
2017-09,-0.0017394339752465793,-0.4255945175788168
2017-10,-0.0013935467189726577,-0.6516370966812453
2017-11,0.011084722398928867,-0.7951744511824195
2017-12,0.008416556609506408,-0.580697248373776
2018-01,0.01593761085731325,-0.6080892969053543
2018-02,0.013874428981392347,-0.5148287834447391
2018-03,0.01032652223156563,-0.568467358702264
2018-04,-0.0022244393396468405,-0.6440453482404043
2018-05,0.011612763777542041,-0.6517147516416684
2018-06,0.0101154056995051,-0.6840612269401003
