,CI,IP,CRP,STS,CP,HS,LOAN,DL,NONS,NAPM,UR,MOM,BDC,EVUSD
2004-09-01,1.4780340745076292,0.0010672836989491508,0.8099999999999996,2.45,337.7328,1905.0,-21.1,-0.050000000000000044,56227.0,361042.0,0.0,2.163533891950337,-0.01935021500238887,-0.01765234989880815
2004-10-01,-0.9201238342122563,0.008814893630631815,0.7400000000000002,2.31,355.2492,2072.0,-23.6,-0.07999999999999985,53948.0,364476.0,0.09999999999999964,0.0935291108630878,0.1990255785627284,-0.028156117660524282
2004-11-01,-8.018135063631838,0.00239371989355619,0.6800000000000006,2.08,342.5017,1782.0,-23.6,-0.07999999999999985,55318.0,373177.0,-0.09999999999999964,3.749730064755397,0.22937830150345384,-0.03639147332469683
2004-12-01,1.719531776265432,0.007749151019883049,0.6800000000000006,2.01,310.4673,2042.0,-23.6,-0.07999999999999985,56631.0,373419.0,0.0,2.242700964857491,-0.24012559907453312,-0.011855292104619886
2005-01-01,1.719531776265432,0.003603109722223552,0.6599999999999993,1.85,331.4828,2144.0,-24.1,-0.10000000000000009,57884.0,378937.0,-0.10000000000000053,-1.1896372361616585,-0.02392344497607657,0.03364254792826227
2005-02-01,0.3288157173948326,0.007299186373184163,0.6200000000000001,1.59,355.8531,2207.0,-24.1,-0.10000000000000009,57580.0,381880.0,0.10000000000000053,1.4267680720278975,0.05303030303030298,-0.012683977503888832
2005-03-01,-0.16745863052362922,-0.0014281471239909749,0.6599999999999993,1.7,383.6221,1864.0,-24.1,-0.10000000000000009,56576.0,374642.0,-0.20000000000000018,-0.19562762319755223,-0.018831993228946242,0.01878560174524302
2005-04-01,-1.5296144007745935,0.001971174424063582,0.7199999999999998,1.5,353.6854,2061.0,-16.7,0.040000000000000036,58138.0,385450.0,0.0,-2.058133228516695,-0.16972180288979943,0.0044016178919819016
2005-05-01,-1.5296144007745935,0.0011543127960125243,0.8599999999999994,1.24,354.8881,2025.0,-16.7,0.040000000000000036,57105.0,395916.0,-0.10000000000000053,1.1199348086402665,-0.16389610389610387,0.039440957005803634
2005-06-01,7.96437279398038,0.0041067231448717045,0.9000000000000004,0.96,379.7879,2068.0,-16.7,0.040000000000000036,58903.0,400506.0,-0.09999999999999964,1.8663381931585548,-0.21683752718235472,0.015154968094803989
2005-07-01,0.07189340382209289,-0.0030033954110505467,0.8900000000000006,0.89,401.999,2054.0,-8.8,0.050000000000000044,57606.0,386590.0,0.0,1.5752195184881117,-0.28441094803649347,0.0029183971265012154
2005-08-01,1.3537800400256186,0.0033457828378471444,0.8700000000000001,0.74,465.1507,2095.0,-8.8,0.050000000000000044,60352.0,401287.0,-0.09999999999999964,0.2543342590332003,0.4368070953436807,-0.01980973698936761
2005-09-01,-5.030667878611606,-0.019295984563212354,0.9000000000000004,0.71,469.5595,2151.0,-8.8,0.050000000000000044,58344.0,404154.0,0.09999999999999964,0.23063478015717465,0.12152777777777768,0.022151176067595424
2005-10-01,-5.030667878611606,0.012080175109049796,0.9500000000000002,0.67,422.8763,2065.0,-10.7,-0.08000000000000007,59751.0,409487.0,0.0,-2.400404793875552,0.07086343309253529,0.00614387846291331
2005-11-01,-0.5347514162454554,0.011052031076259627,0.9699999999999998,0.57,415.9086,2147.0,-10.7,-0.08000000000000007,60459.0,421486.0,0.0,3.507833208356587,-0.11018310311596535,0.016653713778172596
2005-12-01,-0.7790504789289375,0.004690225758113176,0.9500000000000002,0.5,431.7214,1994.0,-10.7,-0.08000000000000007,61271.0,422981.0,-0.09999999999999964,1.8741934640066944,-0.1310469314079422,-0.004368242874303707
2006-01-01,-0.7790504789289375,0.001858762606838038,0.9500000000000002,0.08,453.9183,2273.0,-12.3,-0.07000000000000006,62469.0,415824.0,-0.20000000000000018,1.3343219393775598,-0.13543830494391362,-0.024240429965997623
2006-02-01,1.6995640167645993,0.00036658235272546413,0.9199999999999999,0.03,415.8627,2119.0,-12.3,-0.07000000000000006,62592.0,421074.0,0.09999999999999964,-0.030162951820784656,0.2878423834694859,0.012927158273381423
2006-03-01,-0.4637274847093031,0.00237987630343528,0.8799999999999999,0.09,442.519,1969.0,-12.3,-0.07000000000000006,65096.0,430457.0,-0.09999999999999964,1.4455796859357122,-0.06865671641791049,-0.004217068027965731
2006-04-01,-0.4637274847093031,0.003069839612812375,0.8399999999999999,0.27,474.7863,1821.0,-8.9,0.1200000000000001,63272.0,418625.0,0.0,0.7165441447591974,-0.05128205128205132,-0.04034325197815669
2006-05-01,-0.6490753093345383,0.00012047399938230896,0.7999999999999998,0.27,474.5546,1942.0,-8.9,0.1200000000000001,64145.0,423472.0,-0.10000000000000053,-0.817272040262182,0.028716216216216228,-0.016142143769596995
2006-06-01,-0.38519893272266487,0.003224062744208833,0.8900000000000006,0.19,484.6753,1802.0,-8.9,0.1200000000000001,63601.0,427440.0,0.0,-2.481153661554501,0.21674876847290636,0.005193578847969782
2006-07-01,-0.38519893272266487,-0.0007184161748575724,0.9100000000000001,0.01,498.2476,1737.0,0.0,0.17999999999999994,63922.0,416849.0,0.10000000000000053,0.6521490270441177,0.10829959514170051,0.0016439643024894757
2006-08-01,-3.5439956271172237,0.004267148109217134,0.9100000000000001,-0.21,465.868,1650.0,0.0,0.17999999999999994,64379.0,418759.0,0.0,2.1484208314315083,0.1710806697108067,-0.0029308323563892458
2006-09-01,-0.7751861063063008,-0.002050105421065762,0.9199999999999999,-0.21,428.0533,1720.0,0.0,0.17999999999999994,66981.0,435776.0,-0.20000000000000018,2.4104338438614548,0.025214452820379485,0.011522633744855959
2006-10-01,-0.7751861063063008,-0.0010377373698294834,0.9100000000000001,-0.32,429.2243,1491.0,0.0,0.0,66492.0,415798.0,-0.09999999999999964,3.401981735229498,0.02358012170385404,-0.008252935022666552
2006-11-01,-2.0504888333095814,-0.0005446216594017228,0.8700000000000001,-0.47,463.6554,1570.0,0.0,0.0,66484.0,426451.0,0.09999999999999964,2.061253683907651,0.07406489967797869,-0.02777777777777768
2006-12-01,0.7027665183005327,0.010235384581230189,0.8999999999999995,-0.41,433.6465,1649.0,0.0,0.0,65935.0,437894.0,-0.09999999999999964,2.2096153804234007,0.014068265682656733,0.008438818565400963
2007-01-01,0.7027665183005327,-0.0038866586023411642,0.9399999999999995,-0.35,427.2178,1409.0,-3.8,0.040000000000000036,64155.0,427905.0,0.1999999999999993,0.6945377349853601,-0.039117580168296584,0.011356843992827104
