,IVV,IEF
2003-09-30,0.000822968832073343,0.0007448966897356132
2003-10-31,0.0009792816448569474,0.000742866479512797
2003-11-30,0.0008139322353864243,0.0006760474254892843
2003-12-31,0.0008052762844033327,0.0006653132456157841
2004-01-31,0.0008757820828953394,0.0007893924239036332
2004-02-29,0.000803618153046779,0.0006906061128734232
2004-03-31,0.0006701002268274743,0.0006150490025341435
2004-04-30,0.0011039550187286677,0.0008890561083429299
2004-05-31,0.0009380646237040481,0.0008225582063191837
2004-06-30,0.0007241343969143059,0.000632009920942567
2004-07-31,0.0008951001968127432,0.0008255629264714325
2004-08-31,0.0011239973313955075,0.0009956174375783443
2004-09-30,0.001224588166399676,0.0010654822572550365
2004-10-31,0.001174387102549087,0.0010869537000009278
2004-11-30,0.0012424017563423984,0.0010615122484553628
2004-12-31,0.0015790107788070443,0.001516670813420193
2005-01-31,0.0016582030737031955,0.0016065472590641723
2005-02-28,0.0016962385914174724,0.0015973884288413799
2005-03-31,0.0017020341134336777,0.0016076185327851024
2005-04-30,0.002197358629505332,0.0021324321569259814
2005-05-31,0.0023153609611098634,0.00206493654046538
2005-06-30,0.002480538947050075,0.002398420627317636
2005-07-31,0.0023623691972478804,0.0023064197702266087
2005-08-31,0.0024592931894930545,0.002410856214604259
2005-09-30,0.003085750763380517,0.0030063410560251577
2005-10-31,0.0029677455216995494,0.002887500182098715
2005-11-30,0.0029077287185885685,0.0026927175108550205
2005-12-31,0.00314684068754408,0.003104395811573731
2006-01-31,0.003252811665712151,0.0031979353725246507
2006-02-28,0.003610574334486648,0.003490220333798109
2006-03-31,0.0034967589572980746,0.003391226125115833
2006-04-30,0.003753039369464179,0.0037136191750474236
2006-05-31,0.003668331799398668,0.003617627454969679
2006-06-30,0.004481564667062364,0.004313861772393846
2006-07-31,0.004200131503654402,0.004003899252884844
2006-08-31,0.004143725012629022,0.0040066791618563295
2006-09-30,0.004238468968483038,0.004209889847168152
2006-10-31,0.004147232359096963,0.0040964865182092506
2006-11-30,0.004134393393992238,0.004105114247126658
2006-12-31,0.00426818385792782,0.004201279400027977
2007-01-31,0.004037207741281306,0.004000229419802814
2007-02-28,0.004452972924890891,0.004405673949018599
2007-03-31,0.004014791921693841,0.003766602302905545
2007-04-30,0.004465980705430033,0.00428520101365149
2007-05-31,0.004454586273581657,0.00439367047148324
2007-06-30,0.004157225254729126,0.0040934797198059385
2007-07-31,0.004193310459132717,0.004040751799591541
2007-08-31,0.004254017141981548,0.003944057369420164
2007-09-30,0.004623053870746392,0.004124658968063062
2007-10-31,0.0033769329583653125,0.003171403175263169
2007-11-30,0.0033498510433673874,0.003151464992256172
2007-12-31,0.003983548168694888,0.0032478905620156426
2008-01-31,0.0029504397519195796,0.0026068727800874552
2008-02-29,0.0025404857642049527,0.002000462399534843
2008-03-31,0.0016126617193997581,0.0012288500857451138
2008-04-30,0.0023347607926204293,0.001516208219607513
2008-05-31,0.0020613263607423705,0.0017398803111145034
2008-06-30,0.0019739657561644378,0.001786566799284781
2008-07-31,0.0019921177244654775,0.0016212487291535854
2008-08-31,0.001897140786319579,0.0014215964649995872
2008-09-30,0.0016148909314997117,0.0012479426018535697
2008-10-31,0.0033576409217663354,0.0010701117065346766
2008-11-30,0.0056165726117919455,0.0005668734466396926
2008-12-31,0.0037705250863713986,-3.3890700381411195e-05
2009-01-31,0.001692625716995844,-0.00011726735402740693
2009-02-28,0.001178500644372785,-9.544031911032255e-05
2009-03-31,0.0010273884510421797,-5.003442780440822e-05
2009-04-30,0.0020366525736063602,0.00012183404395334582
2009-05-31,0.0007857925638754154,-2.2317700450080638e-07
2009-06-30,0.0006448885675793789,4.132182334707127e-05
2009-07-31,0.0004208044400512787,5.8385674119416014e-05
2009-08-31,0.0004142310469124641,3.632796107705169e-05
2009-09-30,0.00031263629847788106,3.255738568374386e-05
2009-10-31,0.00028768814420104756,7.908394791471279e-05
2009-11-30,0.0003626000019137537,-6.785918771805599e-05
2009-12-31,0.00019353389875192078,-4.381521401714778e-06
2010-01-31,0.00018759018987701413,6.996564587564231e-05
2010-02-28,0.00023096348358142972,-2.8051521031087466e-05
2010-03-31,0.00025611607194843687,-4.732750639004192e-05
2010-04-30,0.00014948710312675354,0.0001077955317190585
2010-05-31,0.0002793028218648346,3.8619741956415554e-05
2010-06-30,0.0009565564954753719,-9.282120124376419e-05
2010-07-31,0.0006222821911804488,-1.7563164691437674e-05
2010-08-31,0.000405855643355489,3.716198791444245e-05
2010-09-30,0.00033295187194394956,2.7154045054272465e-05
2010-10-31,0.0002831445645817491,5.3639602442755613e-05
2010-11-30,0.00018272474766310812,0.00010085590592196763
2010-12-31,0.0002822273153654655,0.00010781831011811785
2011-01-31,0.00016041015317953684,9.056996584178327e-05
2011-02-28,0.00018764241330318054,6.949554762544384e-05
2011-03-31,0.00021338251136266572,7.14645728484636e-05
2011-04-30,0.00031876330279337117,2.8130140382687818e-05
2011-05-31,7.060763566764477e-05,-5.60507370360964e-06
2011-06-30,9.414468740981043e-05,-2.25541075504022e-05
2011-07-31,0.00021577340056813993,-8.639170256091044e-05
2011-08-31,0.00020393045859830102,-2.187022651380897e-05
2011-09-30,0.0019099913111899245,-0.00022759375995110205
2011-10-31,0.0006806722268423871,-0.00016042334648934381
2011-11-30,0.0006710204266979791,-0.0002098742577527996
2011-12-31,0.0007406297378460781,-0.00014663614191629134
2012-01-31,0.00025962407996786086,-7.212175030716413e-05
2012-02-29,5.5136330755808154e-05,-2.065609324057109e-05
2012-03-31,5.232510960518347e-05,-1.8816078860996107e-05
