,0
1970-03,0.0014153276685658026
1970-04,0.0014715756080128659
1970-05,0.0014658540599990404
1970-06,0.0015940054697184836
1970-07,0.001668259429409757
1970-08,0.0016709646558550383
1970-09,0.0017756356284454947
1970-10,0.00180697914911644
1970-11,0.0018083660161140533
1970-12,0.0017942891800569504
1971-01,0.0018410619131714592
1971-02,0.0019053205284253298
1971-03,0.0019378909315761307
1971-04,0.0019302074587215987
1971-05,0.001941734554926469
1971-06,0.0019586323267943378
1971-07,0.0019323851312820143
1971-08,0.0019236044243106471
1971-09,0.0019609272226047293
1971-10,0.0018494290191461643
1971-11,0.0018494014468107408
1971-12,0.0018568236981669583
1972-01,0.0018577426334134067
1972-02,0.0019864559146458034
1972-03,0.0018826587998088881
1972-04,0.0018918939285520234
1972-05,0.001865456945939474
1972-06,0.0018335882960094294
1972-07,0.0017703060271084077
1972-08,0.0017815977998191586
1972-09,0.0017440846532934778
1972-10,0.001759623832117984
1972-11,0.0017427354777633458
1972-12,0.0017198730843333452
1973-01,0.0017561038508399013
1973-02,0.0017469990566332458
1973-03,0.0017069579493278614
1973-04,0.0017173741141472713
1973-05,0.0017178226233511727
1973-06,0.0016412503486374899
1973-07,0.0016496897865935266
1973-08,0.0016502246318846996
1973-09,0.0016678967331952704
1973-10,0.0016991968252492553
1973-11,0.001701506326295646
1973-12,0.0017010609950158457
1974-01,0.0018765669343901482
1974-02,0.0018441295062703884
1974-03,0.0018449078049884958
1974-04,0.0017941655019905675
1974-05,0.0017825829340285182
1974-06,0.001805416561043876
1974-07,0.001828758568231368
1974-08,0.0017689062617988307
1974-09,0.0018141872742729378
1974-10,0.0019291538926141296
1974-11,0.0021590200991142543
1974-12,0.0025104302236335554
1975-01,0.0025428853614424965
1975-02,0.0025438989771687853
1975-03,0.0027295813795226147
1975-04,0.002747684101758274
1975-05,0.002759503666759873
1975-06,0.00263428911027214
1975-07,0.002583726437610947
1975-08,0.002553319907572996
1975-09,0.002560050539962811
1975-10,0.002531274331851214
1975-11,0.0025365978349791143
1975-12,0.0026164983057513367
1976-01,0.002580376472891382
1976-02,0.002511619798689268
1976-03,0.002752847413785635
1976-04,0.002754671994573998
1976-05,0.0027453563500747557
1976-06,0.0027175015580109554
1976-07,0.002682760473258137
1976-08,0.002721020944961893
1976-09,0.0026814751219008575
1976-10,0.0026534870737152834
1976-11,0.00266324814661796
1976-12,0.0026332715182517527
1977-01,0.0026349221451255978
1977-02,0.0025373260050077567
1977-03,0.002589235839522118
1977-04,0.0025834291889751436
1977-05,0.002585953803683507
1977-06,0.002585219446688022
1977-07,0.002587180328662178
1977-08,0.0026297947987670095
1977-09,0.0026346974656766657
1977-10,0.0026118008414766462
1977-11,0.002611731651914349
1977-12,0.0026458482284811378
1978-01,0.002611506300115564
1978-02,0.002606684318306727
1978-03,0.0026770687759444184
1978-04,0.002661463587588943
1978-05,0.0026815325159608083
1978-06,0.0028185379661836455
1978-07,0.0028124235838331672
1978-08,0.0028178490039563004
1978-09,0.0028518056879764586
1978-10,0.002838749286108033
1978-11,0.0028014275784083668
1978-12,0.002973339602392597
1979-01,0.00272739558556173
1979-02,0.0027259794549296494
1979-03,0.00276042303653457
1979-04,0.00279073983705423
1979-05,0.0028453924452022453
1979-06,0.0028076448988751616
1979-07,0.0027970713543377553
1979-08,0.0028199900599595804
1979-09,0.0026770749219666157
1979-10,0.002536554888587837
1979-11,0.002240448978651116
1979-12,0.001988203713417404
1980-01,0.0019416269482900525
1980-02,0.0019261319570620817
1980-03,0.0017472388638563163
1980-04,0.0016887162462492535
1980-05,0.0018892886329876062
1980-06,0.0018777139863063279
1980-07,0.0018820202612357282
1980-08,0.0018580121995512332
1980-09,0.0018244118013655726
1980-10,0.0018071144991691612
1980-11,0.001774833193144065
1980-12,0.001712268306908623
1981-01,0.0018798936936675493
1981-02,0.0019093461990262062
1981-03,0.0017458963042765174
1981-04,0.0017403401843444476
1981-05,0.0017463110677188778
1981-06,0.001759013252991548
1981-07,0.0017507118113467956
1981-08,0.0017279303778921333
1981-09,0.0017247066115762023
1981-10,0.0018158485321010179
1981-11,0.0018778828638790993
1981-12,0.0019081501344483907
1982-01,0.0019274620185757256
1982-02,0.001903539861786551
1982-03,0.001850615807792326
1982-04,0.0019237425903594653
1982-05,0.0019213587382217283
1982-06,0.001950010867119132
1982-07,0.0019742897094204136
1982-08,0.0019486477989793614
1982-09,0.0019556552800120454
1982-10,0.002170153379263481
1982-11,0.002169348207323731
1982-12,0.0023244510935283976
1983-01,0.0023345549294887854
1983-02,0.0023356566482215712
1983-03,0.0022464729277707467
1983-04,0.0022222139977212335
1983-05,0.002229284483518391
1983-06,0.0022008392227178594
1983-07,0.0022115405628161475
1983-08,0.0022082692948819137
1983-09,0.002206703760983507
1983-10,0.0022005201794882854
1983-11,0.002194627045101128
1983-12,0.0020114485696582467
1984-01,0.0020116939755471987
1984-02,0.0020191472212502132
1984-03,0.0020059904237014203
1984-04,0.002010580903637483
1984-05,0.001962764734318976
1984-06,0.0019619916786579004
1984-07,0.0020314914150208674
1984-08,0.0020117325477314388
1984-09,0.0020240871143290106
1984-10,0.002169310952720039
1984-11,0.0021707500738017936
1984-12,0.0020507110788603672
1985-01,0.0020352117982454917
1985-02,0.0020382642399736596
1985-03,0.0020777987906450707
1985-04,0.0020742843876206066
1985-05,0.0018565299635443996
1985-06,0.0018366609344745146
1985-07,0.001850285758828442
1985-08,0.0018423847989967506
1985-09,0.0017727884362009685
1985-10,0.0017804027748313418
1985-11,0.0018079030701966302
1985-12,0.0018364321297267353
1986-01,0.0017309374539343034
1986-02,0.0017305721550829843
1986-03,0.001670611954082829
1986-04,0.0017562808352439728
1986-05,0.0017828215410231425
1986-06,0.0017714301562690507
1986-07,0.0018056543308724877
1986-08,0.0017970204114493458
1986-09,0.0018916025730422335
1986-10,0.001861952140440045
1986-11,0.0019503835994839052
1986-12,0.001960507724022055
1987-01,0.00194873435145098
1987-02,0.0019455914796494903
1987-03,0.0021788470544479074
1987-04,0.00207366552842378
1987-05,0.0020614802646202537
1987-06,0.0020644700464396417
1987-07,0.002002085210965717
1987-08,0.001994740119139156
1987-09,0.0019794148269465343
1987-10,0.0017993683365735
1987-11,0.0018349510505939392
1987-12,0.002079312521891463
1988-01,0.002307713478441089
1988-02,0.0023953392253845724
1988-03,0.002403572789387234
1988-04,0.0024222238193914915
1988-05,0.0024703220536002306
1988-06,0.002375296963208642
1988-07,0.0023615076560671317
1988-08,0.0023724084021674967
1988-09,0.002326669971099279
1988-10,0.002394477749217655
1988-11,0.0024132658016559434
1988-12,0.0023964766861551932
1989-01,0.002422964538123972
1989-02,0.0024104423950791903
1989-03,0.002477294669987201
1989-04,0.002453126153870764
1989-05,0.002453934758870715
1989-06,0.0024817645282307656
1989-07,0.0023454461991986968
1989-08,0.0023624436963399645
1989-09,0.0024531444769525313
1989-10,0.0022678110801836425
1989-11,0.002271686098280765
1989-12,0.002311453611439935
1990-01,0.002283623620574389
1990-02,0.002283426023524282
1990-03,0.0023800009228984106
1990-04,0.002380052687602922
1990-05,0.0023731740709499374
1990-06,0.0024090827012177678
1990-07,0.002512714025836674
1990-08,0.0025278789071317012
1990-09,0.0025282448794030216
1990-10,0.002784315714654071
1990-11,0.0028292085967652047
1990-12,0.0028180233266817192
1991-01,0.0028059042007884897
1991-02,0.002783475900844651
1991-03,0.0028013554559015623
1991-04,0.002790225149706232
1991-05,0.0027528503908086826
1991-06,0.0027385615542905254
1991-07,0.0027203246805707236
1991-08,0.002808445712975861
1991-09,0.0027118904649853573
1991-10,0.0026300521466488926
1991-11,0.0024266821594458978
1991-12,0.0023829316769761726
1992-01,0.0024606737302660647
1992-02,0.0026425557449093746
1992-03,0.0023607480996763845
1992-04,0.00234408996507239
1992-05,0.0023651503877994908
1992-06,0.0023599789890619946
1992-07,0.0023618570117751162
1992-08,0.002345808729629311
1992-09,0.00233053901063508
1992-10,0.0023413526866581337
1992-11,0.0023131274950058344
1992-12,0.0018543834277981613
1993-01,0.0016891692096653527
1993-02,0.0016070625412371148
1993-03,0.0015859814447206273
1993-04,0.0015617992458531937
1993-05,0.0015231071439239245
1993-06,0.0015504607494004718
1993-07,0.001553488820426861
1993-08,0.0015287527707478123
1993-09,0.0015285595783797504
1993-10,0.001491863543063401
1993-11,0.0014800062406480803
1993-12,0.0014757795202863227
1994-01,0.0014689335167903236
1994-02,0.001468167175212321
1994-03,0.0013977401341579879
1994-04,0.0013994951092087247
1994-05,0.001458447057034453
1994-06,0.001417132404896066
1994-07,0.0013991442680452658
1994-08,0.0014193406334408968
1994-09,0.0012981011012043195
1994-10,0.0013199615966542444
1994-11,0.0013405148339008348
1994-12,0.0013245441216278497
1995-01,0.0013669836951990541
1995-02,0.0013620029538983615
1995-03,0.0012576333839005634
1995-04,0.0012777550178249908
1995-05,0.001280584590443703
1995-06,0.001264000367384774
1995-07,0.0011454286581626307
1995-08,0.0011436680617245747
1995-09,0.0011525854662427434
1995-10,0.000981110824239068
1995-11,0.0009252886417071516
1995-12,0.000924193186828526
1996-01,0.0008929565881007915
1996-02,0.0008893813750711225
1996-03,0.0008787855369552598
1996-04,0.0008097224328727556
1996-05,0.0008057246806127327
1996-06,0.0008044011340086936
1996-07,0.0007888206318261426
1996-08,0.0007218059047989344
1996-09,0.000755381046573838
1996-10,0.0007549606381511854
1996-11,0.0007825022789980495
1996-12,0.0007888468692617999
1997-01,0.0008066656603360998
1997-02,0.0006928398371436372
1997-03,0.000722257804275035
1997-04,0.0007229037044415368
1997-05,0.0007566994082501104
1997-06,0.0007954009585608877
1997-07,0.0008363603835458084
1997-08,0.000835560777170688
1997-09,0.0008990131393979556
1997-10,0.0009629781711956303
1997-11,0.0009945780494713587
1997-12,0.0010410983497189299
1998-01,0.0010554632600308783
1998-02,0.0010550737437349175
1998-03,0.0010542862699179341
1998-04,0.0011159768044671286
1998-05,0.0011409775437243941
1998-06,0.0011049508098388318
1998-07,0.001130822312184132
1998-08,0.001137283328211846
1998-09,0.001144143221840979
1998-10,0.001402819117113636
1998-11,0.001436842052764913
1998-12,0.0015272420000139227
1999-01,0.0015431804700007708
1999-02,0.0015739145942513422
1999-03,0.0015809474392861154
1999-04,0.0015862345627186154
1999-05,0.0014920766664896995
1999-06,0.0014961164624634777
1999-07,0.0015463835078819987
1999-08,0.0015147190954000562
1999-09,0.001582480996084006
1999-10,0.001594070981741036
1999-11,0.0015977484591698926
1999-12,0.0016385420128137208
2000-01,0.0015506279737499329
2000-02,0.0015773949539344282
2000-03,0.0016999210648095172
2000-04,0.0017356240874443069
2000-05,0.0018579630688115665
2000-06,0.0019195447392915243
2000-07,0.0019545574634204895
2000-08,0.00195494221820539
2000-09,0.0019806199447067125
2000-10,0.0020109361365235447
2000-11,0.0021155536424965126
2000-12,0.0021154835205289815
2001-01,0.002295301954590473
2001-02,0.002298498303341121
2001-03,0.0023001165499381138
2001-04,0.0025270959526018863
2001-05,0.002655545609098045
2001-06,0.00274201692807465
2001-07,0.0027418945361346223
2001-08,0.0027720929995150834
2001-09,0.0027085195562933087
2001-10,0.0028342871522047913
2001-11,0.0029700610766351327
2001-12,0.0029655473541633144
2002-01,0.002970125587738318
2002-02,0.0029479127725268285
2002-03,0.0029036825702193543
2002-04,0.0029227060425708533
2002-05,0.0028808022668628873
2002-06,0.0029323631722970598
2002-07,0.002880306639722361
2002-08,0.0029757264027331348
2002-09,0.0029973257227073513
2002-10,0.002920515162897132
2002-11,0.0031042650444239503
2002-12,0.0032261674220432613
2003-01,0.003251793804810766
2003-02,0.0033300688441432686
2003-03,0.003345252142143147
2003-04,0.003244461975012822
2003-05,0.0031885746109216596
2003-06,0.0033273679034215185
2003-07,0.003376528377501709
2003-08,0.003345278138157119
2003-09,0.003347898185034585
2003-10,0.002982893084966764
2003-11,0.002909543394186174
2003-12,0.0028430495879361657
2004-01,0.0027706872542892736
2004-02,0.0027582167353443973
2004-03,0.0027277755991429596
2004-04,0.0027085278598740995
2004-05,0.0026808915566020708
2004-06,0.002652418759235872
2004-07,0.0026442899986518715
2004-08,0.0025857757885108467
2004-09,0.0025888273403193635
2004-10,0.002588748372232175
2004-11,0.0025748637126797383
2004-12,0.002493836509344419
2005-01,0.002519732697765369
2005-02,0.002470066069952155
2005-03,0.002429848668414482
2005-04,0.0024305986236570704
