,IVV,IEF
2012-04-30,4.5324024111877556e-05,4.538931678735584e-06
2012-05-31,7.788750491967842e-05,-5.450804606105328e-06
2012-06-30,0.00015954392246311802,9.04065477990794e-05
2012-07-31,0.00014182314411008174,-2.2740520685321613e-05
2012-08-31,7.27353748428662e-05,-1.309555014757635e-05
2012-09-30,0.00012958724137495948,0.00010576905233859241
2012-10-31,0.0001529400610063274,0.00010067103419164612
2012-11-30,0.00014339572679819725,9.906770271470127e-05
2012-12-31,0.00019366234809552407,8.695866653699642e-05
2013-01-31,0.00014819383498251517,9.085690776556408e-05
2013-02-28,3.342103072132707e-05,-3.3075983093474876e-07
2013-03-31,5.9039573380584184e-05,-1.0739322054411146e-05
2013-04-30,1.754060789728701e-05,9.313610981248935e-07
2013-05-31,7.67263520975133e-05,-9.354258370138607e-06
2013-06-30,4.1329097538070946e-05,1.0318353287605183e-05
2013-07-31,0.00016498773240769928,5.251296519063831e-05
2013-08-31,2.9985040693569728e-05,3.5820976443189514e-05
2013-09-30,4.991479514085743e-05,2.403728255727863e-05
2013-10-31,3.689497713512031e-05,2.671792140712498e-05
2013-11-30,7.608422226237361e-05,1.0888120285427765e-05
2013-12-31,3.329524673985889e-05,1.560867068434016e-05
2014-01-31,4.33985346726715e-05,9.621558938923255e-06
2014-02-28,6.054600694854138e-05,-1.1798942088910834e-06
2014-03-31,6.259024175475747e-05,-6.047424451635807e-07
2014-04-30,3.4537442082741086e-05,3.6291388837695415e-06
2014-05-31,6.510396366945687e-05,-7.850186907699859e-06
2014-06-30,2.0462727066966147e-05,-2.5114600684933408e-06
2014-07-31,1.4212941480112353e-05,7.514683004375932e-06
2014-08-31,4.119619401963476e-05,6.714558679121388e-07
2014-09-30,2.2920045300188236e-05,1.4724853847440272e-06
2014-10-31,3.3650818864157835e-05,1.3220663502789903e-06
2014-11-30,0.0001312573954410618,-9.992607271657585e-06
2014-12-31,8.244369518145621e-06,6.758991884849573e-06
2015-01-31,8.01412776403266e-05,-8.529338593507482e-06
2015-02-28,8.274851501414917e-05,-2.2993141578304464e-05
2015-03-31,3.445480847052889e-05,1.8867340782140263e-05
2015-04-30,0.00011436603344699032,4.709570159943846e-05
2015-05-31,3.0121559161004935e-05,5.406251463165438e-06
2015-06-30,5.864669358556888e-05,2.9128206707428795e-05
2015-07-31,3.528175437334484e-05,9.442501509862219e-06
2015-08-31,4.363379548286528e-05,-2.959540145096324e-06
2015-09-30,0.0003097905650970023,-2.0166778149562618e-05
2015-10-31,0.00020431387279496187,-2.6655401790539087e-05
2015-11-30,5.954885702959625e-05,-9.233323348548221e-07
2015-12-31,6.838366490942217e-05,2.358665154231724e-06
2016-01-31,0.0002475769301436287,0.00010665166071300864
2016-02-29,0.0003425907791716767,8.669582774710902e-05
2016-03-31,0.00032898978366061054,0.00018037590871085372
2016-04-30,0.000247900094474369,0.0002004304099996203
2016-05-31,0.00013776987580024617,9.78913342077492e-05
2016-06-30,0.00014514961493499376,9.897538989044173e-05
2016-07-31,0.00031509896165104665,0.0001754919453307536
2016-08-31,0.00022013385496772144,0.0002058236360915933
2016-09-30,0.00021286150287908926,0.0002093899072944693
2016-10-31,0.0003077438834531976,0.00021918810581915974
2016-11-30,0.000220573854598583,0.00020446007523330865
2016-12-31,0.00013790754002116114,0.00010870296732546538
2017-01-31,0.0003304186141674215,0.0003153534966712097
2017-02-28,0.0004103644844971195,0.00040796701427228064
2017-03-31,0.00040436070908941347,0.00040555777526531486
2017-04-30,0.00032710869047109176,0.0003093533414002654
2017-05-31,0.0005150503624549158,0.0005004236212065042
2017-06-30,0.0006178169202637204,0.0005979920135573102
2017-07-31,0.0006263365428652879,0.0006083157524808248
2017-08-31,0.0007148993007608506,0.0007071969230391493
2017-09-30,0.0009317464330643279,0.0008972812132378268
2017-10-31,0.0009047506616503133,0.0009014488278607558
2017-11-30,0.0009103187599339354,0.0009039767663466518
2017-12-31,0.0008162761761611629,0.0008017059878494309
2018-01-31,0.0009128783572525793,0.00090459808120282
2018-02-28,0.001136434633144364,0.0011045374068048197
2018-03-31,0.0014380065612478008,0.0010905998262858158
2018-04-30,0.0013706002298489383,0.0011831716285743514
2018-05-31,0.0015337932919896686,0.0013956898780612046
2018-06-30,0.001442087707584018,0.0014042295507277556
2018-07-31,0.0014262919842211088,0.0013968591297394367
2018-08-31,0.0016322821110277773,0.0016013559125451094
2018-09-30,0.0016198319481512762,0.001599959235719127
2018-10-31,0.0015133672550937372,0.001503005297386534
2018-11-30,0.0021094449889171403,0.0018826188176622703
2018-12-31,0.0019618587778441315,0.0017991299790495168
2019-01-31,0.0022832472670768007,0.0018776221915012626
2019-02-28,0.0022308465715910842,0.002077335173739404
2019-03-31,0.0018284906866097683,0.0018055352304264746
2019-04-30,0.001947650388567365,0.001890809694726381
2019-05-31,0.0021124840064976847,0.0021040978777181495
2019-06-30,0.002181077821360304,0.0020923684224450467
2019-07-31,0.0018498422471475348,0.0018053661449123188
2019-08-31,0.001933483041728603,0.0019078593970843123
2019-09-30,0.0017938665679416022,0.0015660207864754078
2019-10-31,0.0018230253931197495,0.0018102061858838476
2019-11-30,0.0015633394517819903,0.0014994596101486689
