,Index,Rfree
1899-12,0.04500791988069791,0.00017704613334759201
1900-03,0.004992663575694609,0.0005537318845795316
1900-06,0.030907862716493196,0.0004358329190565271
1900-09,0.01882935682355433,0.00019229491239586472
1900-12,0.021068428521479974,0.0002906636085466039
1901-03,0.005277496494714838,0.0003993845264904485
1901-06,0.08242798245825673,9.353074360871968e-05
1901-09,0.042346336281434784,0.0002093378449619975
1901-12,0.020444089215560436,0.0001116124246369256
1902-03,0.010199516381641117,0.00034723239096221074
1902-06,0.02217258406645839,7.254653678846407e-05
1902-09,0.013100016181183309,0.00014773737960764477
1902-12,0.007739880202807688,0.00012244182292011155
1903-03,0.04559341611280897,0.000446614300412933
1903-06,0.018069631086932946,0.0003174728334834337
1903-09,0.011044462815593816,0.00031888921796343847
1903-12,0.03937483401692981,6.274817394421398e-05
1904-03,0.021875695324544173,0.00043574113110117735
1904-06,0.022888359240029844,0.00029843648123735353
1904-09,0.005333041907171428,0.0001357460864997588
1904-12,0.027044494700695136,0.00010136238618606664
1905-03,0.011330848940059873,0.00016993822406980732
1905-06,0.030725996191363122,1.946792233393154e-05
1905-09,0.018154109345725925,0.00017712236824673903
1905-12,0.015236816171408245,0.0003283143818557655
1906-03,0.03036100891803989,0.00032830930538137355
1906-06,0.020186041467131537,6.148983655857287e-05
1906-09,0.05003140459891071,0.0002691845711279405
1906-12,0.02535936143050372,0.00012236148631547932
1907-03,0.03949136788178557,0.00011686316785026858
1907-06,0.022044424015460962,0.0002665564355503975
1907-09,0.056776817812992854,0.0003017189641592541
1907-12,0.08181343847078659,0.0001651978611645236
1908-03,0.045191438617314644,0.0010225557849493263
1908-06,0.03034077381545938,0.0006590538672976591
1908-09,0.029431064699108864,5.7419508879822294e-05
1908-12,0.029486247555759893,5.0123181596276564e-05
1909-03,0.022074919426110888,0.00011920989891783343
1909-06,0.013644562200853456,2.540341184434365e-05
1909-09,0.011623876631657088,0.00031258972045371757
1909-12,0.008342217009123557,0.00036640551305896043
1910-03,0.03155832075391486,0.0002472185268138292
1910-06,0.016519766160897165,0.00010680979980008086
1910-09,0.03915153456198857,0.0002078051972401076
1910-12,0.037429933123883166,2.1999999999999993e-05
1911-03,0.01906345734218232,0.00027144796923167454
1911-06,0.014504678870666081,0.00011311940593903426
1911-09,0.027350782566746477,0.00019918835307316542
1911-12,0.020246940446731625,0.00022396056200441497
1912-03,0.019456776206066336,0.0003433385112878153
1912-06,0.018311836161142788,2.0784609690826562e-05
1912-09,0.011649690098162191,0.00036910161202574035
1912-12,0.017561831581159332,0.0001368734208432499
1913-03,0.013592412661334615,0.0004889758003555324
1913-06,0.024595140910732893,0.00015221366561514785
1913-09,0.009023329171087616,6.132971003790371e-05
1913-12,0.016064257454464492,9.31146247016725e-05
1914-03,0.02997980796936435,0.0006861955503596138
1914-06,0.015277552153825891,5.35288084430555e-05
1914-09,0.03195665696621553,0.0009572258528337671
1914-12,0.024808019379241732,0.0004661001323034933
1915-03,0.020653236129133556,0.0002373064123308375
1915-06,0.05004009264989795,0.00013382949351071046
1915-09,0.02526542766814793,0.00015131754690054957
1915-12,0.02689891214154446,0.00011301327355669333
1916-03,0.006773440656589511,1.2701705922171715e-05
1916-06,0.016650041666864943,0.0
1916-09,0.02758579539816566,0.00013285079349907293
1916-12,0.038986810836305535,4.6765371804359575e-05
1917-03,0.04415623403820005,0.00020316085580970896
1917-06,0.027481233560144605,0.00027487451682540516
1917-09,0.011269844675012833,0.00011991802755771684
1917-12,0.024759424079583186,0.00010058495580022552
1918-03,0.040691925050251564,6.702487100571956e-05
1918-06,0.021514805086816607,1.270170592217195e-05
1918-09,0.00808717617523298,2.5403411844343524e-05
1918-12,0.032199426635330465,1.2701705922172076e-05
1919-03,0.018998592859027594,0.00025478683901122764
1919-06,0.02282188737813016,0.0
1919-09,0.05347672298395841,5.597320787662621e-05
1919-12,0.04649283626755459,5.080682368868699e-05
1920-03,0.07655531659912497,0.0001322132116444243
1920-06,0.029278591295404752,0.0003182708490159498
1920-09,0.03736005442578724,3.442867022313418e-05
1920-12,0.04558149090656479,2.8867513459481113e-05
1921-03,0.03602685537421085,0.00024453288804030687
1921-06,0.05773829853138927,9.753460924205339e-05
1921-09,0.019295960214328584,0.00016393596310755002
1921-12,0.02008286626636997,0.0003122498999199198
1922-03,0.01957636904853884,4.3301270189221986e-05
1922-06,0.03588288547105009,0.00015474602848969464
1922-09,0.01539966268343144,5.026927491022692e-05
1922-12,0.03648768027933186,0.0001675977326815612
1923-03,0.01608787266844993,4.61880215351715e-06
1923-06,0.006378799264313768,8.412490713219263e-05
1923-09,0.022606136449199937,2.9816103031751134e-05
1923-12,0.02697563726584864,0.00012169771293386483
1924-03,0.02598994741748619,0.00014351422693703
1924-06,0.020956786555699203,0.0005758665933472208
1924-09,0.029472895578422673,0.00025504182663503116
1924-12,0.03919870477502301,0.00018505764867557693
1925-03,0.03379471965434122,2.173323108360415e-05
1925-06,0.021739728814732122,2.424871130596418e-05
1925-09,0.007272790528446279,8.686963412685329e-05
1925-12,0.00914454813610315,0.00020816659994661325
1926-03,0.043394627349643576,0.0001540984533774863
1926-06,0.017822823885577627,3.8188130791298745e-05
1926-09,0.01498676209966635,0.00015275252316519465
1926-12,0.02947273780263037,0.00020816659994661328
1927-03,0.034459040421218994,0.00026457513110645893
1927-06,0.030901068386227522,0.00026457513110645915
1927-09,0.01222175374624067,0.0004725815626252607
1927-12,0.06081032334047668,0.00020816659994661336
1928-03,0.06940046962850802,0.0004000000000000001
1928-06,0.03770889776103412,0.0005507570547286101
1928-09,0.03276647979371373,0.00028867513459481295
1928-12,0.06448198128504529,0.0019399312702601953
1929-03,0.03535958213244056,0.00011547005383792527
1929-06,0.07832738073049943,0.0007999999999999998
1929-09,0.07443620770511014,0.000360555127546399
1929-12,0.1155045827406895,0.000519615242270663
1930-03,0.029978732950670387,0.001096965511460289
1930-06,0.0875662431634875,0.0003214550253664321
1930-09,0.08906407447541245,0.0007000000000000001
1930-12,0.03519779292972432,0.00026457513110645915
1931-03,0.09300445755453604,0.0005859465277082314
1931-06,0.14897400309968692,5.773502691896253e-05
1931-09,0.15976377827609542,0.00017320508075688773
1931-12,0.1212706290478178,0.0003605551275463988
1932-03,0.08451414579033475,0.000404145188432738
1932-06,0.12160041836804225,0.0004509249752822895
1932-09,0.23852849664728726,0.0
1932-12,0.09568353389556418,5.7735026918962585e-05
1933-03,0.11900020855268,0.0003511884584284246
1933-06,0.16050484259847986,0.00041633319989322655
1933-09,0.12500629428084792,5.773502691896255e-05
1933-12,0.09599251044410366,5.773502691896257e-05
1934-03,0.0742170405739024,0.00017320508075688773
1934-06,0.051071249988790174,0.0
1934-09,0.08589495529883887,0.0
1934-12,0.05987044698501148,0.0
1935-03,0.0058784551289418115,5.773502691896258e-05
1935-06,0.03173079466229217,0.0
1935-09,0.03485039949226693,0.0
1935-12,0.021316288180380994,5.773502691896258e-05
1936-03,0.02601122161008703,5.773502691896258e-05
1936-06,0.06696131458825386,5.773502691896256e-05
1936-09,0.036580145866356314,5.773502691896258e-05
1936-12,0.04404709270841914,0.00010000000000000002
1937-03,0.02361700705884394,5.773502691896258e-05
1937-06,0.036572597061186984,0.0001732050807568877
1937-09,0.12408375788746041,9.999999999999999e-05
1937-12,0.029465731008900993,0.00011547005383792516
1938-03,0.16766869146543883,5.773502691896258e-05
1938-06,0.14748497404139804,5.773502691896258e-05
1938-09,0.05023879066288157,0.00015275252316519468
1938-12,0.05551038952685069,0.0003785938897200182
1939-03,0.08457756086663322,0.00011547005383792516
1939-06,0.06309055118780685,5.773502691896258e-05
1939-09,0.12332725268134559,0.0001
1939-12,0.03645404722722627,0.0
1940-03,0.025163976418358575,0.0
1940-06,0.1641325370560976,0.00011547005383792516
1940-09,0.011333626733084096,0.0001
1940-12,0.04091627463971516,0.0
1941-03,0.026446056447035012,0.00011547005383792516
1941-06,0.059659223182524534,5.773502691896258e-05
1941-09,0.03695862032122033,0.00011547005383792513
1941-12,0.014536105082350691,5.773502691896258e-05
1942-03,0.04067922040337532,5.7735026918962585e-05
1942-06,0.054043269105387655,9.999999999999999e-05
1942-09,0.012908932967479487,0.0
1942-12,0.0419619004176765,0.0
1943-03,0.011579906788011405,0.0
1943-06,0.022071552246446295,0.0
1943-09,0.04168404894551567,0.0
1943-12,0.06730507997171167,0.0
1944-03,0.010824624738925391,5.7735026918962565e-05
1944-06,0.03401764398929667,0.0
1944-09,0.014826283069983298,5.7735026918962565e-05
1944-12,0.019220413044768944,5.7735026918962565e-05
1945-03,0.054019670875531334,5.7735026918962565e-05
1945-06,0.04900883865351656,5.7735026918962565e-05
1945-09,0.04120470739151021,0.0
1945-12,0.012450698288138273,5.773502691896255e-05
1946-03,0.07451668460997332,0.0
1946-06,0.040615925521439285,0.0
1946-09,0.038388512411054794,0.0
1946-12,0.030465111656171127,0.0
1947-03,0.02271453896010129,0.0
1947-06,0.04664089193769794,0.0
1947-09,0.03365243766421437,0.00017320508075688773
1947-12,0.0285482367560309,0.00011547005383792521
1948-03,0.06969750491803604,0.00011547005383792513
1948-06,0.038450843429689956,5.7735026918962524e-05
1948-09,0.03065633159411204,0.0002645751311064591
1948-12,0.09274943128690048,0.0
1949-03,0.03492976727892953,5.7735026918962605e-05
1949-06,0.017621919717155713,5.7735026918962605e-05
1949-09,0.026255872404260316,0.0
1949-12,0.02156396485663596,5.7735026918962544e-05
1950-03,0.006631833560774151,5.7735026918962605e-05
1950-06,0.05794827983069966,5.7735026918962605e-05
1950-09,0.023719744513794154,0.0
1950-12,0.025869381183536502,5.773502691896249e-05
1951-03,0.040726035810719985,0.00015275252316519463
1951-06,0.04757152663769015,5.7735026918962544e-05
1951-09,0.03491830815685301,5.7735026918962605e-05
1951-12,0.02774957642068323,0.00026457513110645904
1952-03,0.042476560310978836,0.00020816659994661338
1952-06,0.04631236936334637,0.0001527525231651948
1952-09,0.02018998615475977,5.7735026918962605e-05
1952-12,0.024751426911101878,0.0003055050463303893
1953-03,0.008363379450608457,0.00019999999999999996
1953-06,0.011650890396598997,9.999999999999996e-05
1953-09,0.042740630910940804,9.999999999999999e-05
1953-12,0.026481637358342795,0.00028867513459481284
1954-03,0.024326035546109376,0.00020816659994661328
1954-06,0.024601228016307528,0.00020816659994661328
1954-09,0.06152089161029709,0.0002309401076758503
1954-12,0.05148663624471421,0.00010000000000000005
1955-03,0.011614097052988995,9.999999999999994e-05
1955-06,0.041839167634784284,0.00023094010767585029
1955-09,0.03534054242080268,0.00034641016151377556
1955-12,0.05429246026095767,5.773502691896257e-05
1956-03,0.05392338987241545,0.00035118845842842483
1956-06,0.05284319536047351,0.0002081665999466133
1956-09,0.05398591659318268,0.0002645751311064591
1956-12,0.023478621251434163,0.0002645751311064591
1957-03,0.033146539132451344,0.0002081665999466136
1957-06,0.022063753293997703,0.0001000000000000001
1957-09,0.04076672373040129,0.00026457513110645893
1957-12,0.03086628403515286,0.0002645751311064593
1958-03,0.03368755510030775,0.0010214368964029709
1958-06,0.008574406240581934,0.0004041451884327381
1958-09,0.019733701273333445,0.0007937253933193772
1958-12,0.016310140665355004,0.0005567764362830023
1959-03,0.00212274730001299,0.0001527525231651947
1959-06,0.0211935281667462,0.0002516611478423581
1959-09,0.04064845664437146,0.0006
1959-12,0.008941068196121463,0.0003999999999999999
1960-03,0.04152924999468681,0.00030550504633038947
1960-06,0.023791516454405418,0.0004041451884327382
1960-09,0.04348139790117393,0.00020816659994661322
1960-12,0.02655528617080309,0.0004582575694955841
1961-03,0.02134544112294564,0.0003214550253664319
1961-06,0.024512485071567502,0.0001527525231651948
1961-09,0.02730423082141489,0.00020816659994661322
1961-12,0.018512445704003337,0.00023094010767585029
1962-03,0.027222583782693714,0.00023094010767585
1962-06,0.012838514366061865,0.00019999999999999993
1962-09,0.05605664865776854,0.00030550504633038947
1962-12,0.05364778008270764,0.00025166114784235845
1963-03,0.04164176760678185,0.00011547005383792532
1963-06,0.03435917991994777,9.999999999999999e-05
1963-09,0.03255029894136442,0.00011547005383792514
1963-12,0.02277555713216279,0.00011547005383792498
1964-03,0.008731841786413489,0.00026457513110645915
1964-06,0.005174583850600655,0.00020816659994661338
1964-09,0.02351688574751902,0.00011547005383792509
1964-12,0.006782167767231387,0.00011547005383792521
1965-03,0.024643023146504118,0.0004163331998932267
1965-06,0.04143628113618342,0.00023094010767585042
1965-09,0.009287319014759082,0.00011547005383792527
1965-12,0.018055976297288917,0.0002000000000000001
1966-03,0.014403328797478214,0.00017320508075688765
1966-06,0.037326510610540736,0.000351188458428425
1966-09,0.03911743020898942,0.0003214550253664317
1966-12,0.027078739244498214,0.0002886751345948129
1967-03,0.038109254010908936,0.00035118845842842494
1967-06,0.04910765046287723,0.00032145502536643183
1967-09,0.02998264796505519,5.7735026918962666e-05
1967-12,0.027702541422886036,0.0002999999999999999
1968-03,0.027823771247661486,0.00010000000000000037
1968-06,0.041457321921140836,0.00011547005383792501
1968-09,0.0285203979679553,0.0003214550253664317
1968-12,0.044851051259242915,0.00010000000000000026
1969-03,0.04092111178132263,0.0004041451884327377
1969-06,0.039466644881058444,0.0002516611478423586
1969-09,0.05086588239614327,0.0006244997998398398
1969-12,0.04194335870011404,0.0006110100926607789
1970-03,0.06504041522371913,0.00025166114784235785
1970-06,0.02092451282016715,0.0004041451884327379
1970-09,0.020763354327770454,0.00010000000000000048
1970-12,0.036960536789747485,0.00023094010767585042
1971-03,0.01716708812661446,0.0004041451884327381
1971-06,0.03897065847648977,0.0004932882862316248
1971-09,0.038791204677747826,0.0005131601439446884
1971-12,0.06556142814413185,0.0
1972-03,0.009803760580580988,0.00019999999999999998
1972-06,0.01992202318336057,5.773502691896276e-05
1972-09,0.0209329669723707,0.0002516611478423582
1972-12,0.020272075794363856,0.00017320508075688765
1973-03,0.01807980412117712,0.000251661147842358
1973-06,0.017335906498936945,5.7735026918962226e-05
1973-09,0.043731745169660954,0.0003055050463303892
1973-12,0.0707142432746853,0.0004932882862316247
1974-03,0.010022640480928574,0.00036055512754639904
1974-06,0.012790386941345227,0.0008660254037844386
1974-09,0.021315525413809426,0.0010503967504392484
1974-12,0.11648075097556994,0.0010214368964029706
1975-03,0.05106085623999532,0.0009291573243177566
1975-06,0.001766250096060156,0.00017320508075688754
1975-09,0.02395795023513953,0.0002886751345948133
1975-12,0.03657615349391429,0.0007505553499465134
1976-03,0.0661720604432389,0.0006506407098647712
1976-06,0.030995394635188335,0.0003214550253664316
1976-09,0.016939845556589627,0.00025166114784235856
1976-12,0.039637450048534625,5.773502691896241e-05
1977-03,0.019254467553915133,0.00015275252316519457
1977-06,0.03501238776285697,0.00015275252316519476
1977-09,0.00963169634654328,0.00010000000000000026
1977-12,0.035761376117804645,5.7735026918962795e-05
1978-03,0.043383763326254494,0.00035118845842842483
1978-06,0.05427708780156686,0.00017320508075688773
1978-09,0.03062223532031619,0.00034641016151377546
1978-12,0.06197809129768601,0.0005291502622129181
1979-03,0.04909075202887876,0.00039999999999999996
1979-06,0.03259911347386526,0.0001000000000000007
1979-09,0.028457796208366335,0.0003464101615137751
1979-12,0.058208390877192304,0.0006110100926607799
1980-03,0.08036249970833016,0.002154839514519199
1980-06,0.01012059508552891,0.0033291640592396964
1980-09,0.030189478013159455,0.0010999999999999996
1980-12,0.0689338844810057,0.0020502032419575716
1981-03,0.04220636429134985,0.000907377172587746
1981-06,0.010970025345107215,0.0014011899704655796
1981-09,0.0324545817461233,0.00023094010767585105
1981-12,0.04257988745682304,0.0017088007490635073
1982-03,0.02720919181857472,0.0009165151389911679
1982-06,0.04135531449031049,0.000854400374531753
1982-09,0.07301965097742885,0.002702468007827907
1982-12,0.05002555070868223,0.0004000000000000004
1983-03,0.008151796994422837,0.00037859388972001846
1983-06,0.04369313189515322,0.00019999999999999998
1983-09,0.025267254470423058,0.00011547005383792532
1983-12,0.01728466445254854,0.0002999999999999999
1984-03,0.026254977927921357,0.0002516611478423584
1984-06,0.04132829953027344,0.00029999999999999916
1984-09,0.06745697557031155,0.00020816659994661325
1984-12,0.018864098807642914,0.0018734993995195195
1985-03,0.04151827862692045,0.0003511884584284245
1985-06,0.030210777695408596,0.000862167810425171
1985-09,0.015600840071714452,0.0003605551275463989
1985-12,0.012350217833494085,0.00023094010767584996
1986-03,0.03575470713771427,0.00035118845842842483
1986-06,0.03226864112184915,0.00017320508075688773
1986-09,0.08378231720997577,0.00037859388972001824
1986-12,0.04178164609541019,0.0005131601439446884
1987-03,0.0580381470313582,0.000264575131106459
1987-06,0.030506352521848617,0.0005033222956847166
1987-09,0.03854005756941518,0.00010000000000000026
1987-12,0.14543869184551084,0.0013428824718989124
1988-03,0.04299976499127358,0.000929157324317757
1988-06,0.021563856478238264,0.00025166114784235856
1988-09,0.039316367301610866,0.0005686240703077326
1988-12,0.02333342334797628,0.00030550504633038915
1989-03,0.050029703640702236,0.0006000000000000007
1989-06,0.030120883025001714,0.0006110100926607787
1989-09,0.04967081350928482,0.0004509249752822895
1989-12,0.025608892801740123,0.0004358898943540671
1990-03,0.0498220336146648,0.00040414518843273796
1990-06,0.0640721388721276,0.0003214550253664321
1990-09,0.044553007743210846,0.00041633319989322617
1990-12,0.03333226006465131,0.0005686240703077326
1991-03,0.02261588140617001,0.0003999999999999994
1991-06,0.04333142397877671,0.0005507570547286103
1991-09,0.03224082676399773,0.00017320508075688773
1991-12,0.07878573993814234,0.00020816659994661328
1992-03,0.01759566700868714,0.0003464101615137754
1992-06,0.022761751673952745,0.00023094010767585042
1992-09,0.03169621387712421,0.00028867513459481306
1992-12,0.014508271018585239,0.00028867513459481295
1993-03,0.005986578103991447,0.00015275252316519457
1993-06,0.02409778744598839,0.0001527525231651946
1993-09,0.02441185196392192,9.999999999999999e-05
1993-12,0.016628943877867768,0.00015275252316519465
1994-03,0.04139475123472211,0.00030550504633038947
1994-06,0.02239814393550918,0.0002309401076758503
1994-09,0.03561419058691001,0.0005196152422706631
1994-12,0.03265269207165136,0.00037859388972001835
1995-03,0.006122943775426281,0.0003055050463303895
1995-06,0.00753199813900478,0.0005131601439446887
1995-09,0.02134250925196816,0.00019999999999999998
1995-12,0.023016724835501202,0.00036055512754639904
1996-03,0.014553018177627084,0.00023094010767585018
1996-06,0.010310768830826485,0.0003055050463303888
1996-09,0.05066658808877118,0.000208166599946613
1996-12,0.04744089930991698,0.00026457513110645893
1997-03,0.052003115695284624,0.0003055050463303893
1997-06,0.008682948969516047,0.0005999999999999998
1997-09,0.07215109675313243,0.00015275252316519463
1997-12,0.04000997389478044,0.0004582575694955838
1998-03,0.03065959787606558,0.00023094010767585018
1998-06,0.02914084567637871,0.0001527525231651946
1998-09,0.10553534622693787,0.0002999999999999999
1998-12,0.01308797623244773,0.00037859388972001824
1999-03,0.04169034931511948,0.0004618802153517005
1999-06,0.041904722437645335,0.0003000000000000001
1999-09,0.013991775055346727,5.773502691896232e-05
1999-12,0.023862091317678413,0.0004041451884327381
2000-03,0.07787791667325103,0.000305505046330389
2000-06,0.02937193136145109,0.0005033222956847168
2000-09,0.05824121863474934,0.00015275252316519498
2000-12,0.04618879299749813,0.000321455025366432
2001-03,0.06666953376781053,0.0008326663997864531
2001-06,0.05230819357917176,0.0005567764362830022
2001-09,0.0369437565475424,0.00015275252316519457
2001-12,0.03637446262154758,0.0003605551275463989
2002-03,0.03180779452659564,5.773502691896266e-05
2002-06,0.03385890690161121,9.999999999999999e-05
2002-09,0.059439350142822416,5.7735026918962544e-05
2002-12,0.07766005526433366,0.00015275252316519463
2003-03,0.01839945717664069,5.7735026918962605e-05
2003-06,0.03496167656127835,5.7735026918962605e-05
2003-09,0.016756542097640215,5.7735026918962605e-05
2003-12,0.026488309544215983,5.7735026918962605e-05
2004-03,0.018134426218794776,0.00015275252316519468
2004-06,0.01861111784821914,0.00011547005383792521
2004-09,0.023429776576891468,5.7735026918962544e-05
2004-12,0.012793537241997357,0.00026457513110645915
2005-03,0.023933230122353655,0.0002886751345948128
2005-06,0.02520050893001596,0.00015275252316519465
2005-09,0.023802028728610165,0.0003214550253664317
2005-12,0.027046545333939735,0.00026457513110645915
2006-03,0.012553093009631788,0.00015275252316519487
2006-06,0.02221908034240621,0.00035118845842842445
2006-09,0.010427460558389381,0.00010000000000000005
2006-12,0.009983248708696253,9.999999999999994e-05
2007-03,0.019658439651789435,0.00032145502536643205
2007-06,0.03262445624069057,0.00020816659994661325
2007-09,0.03447341060130972,0.0005291502622129177
2007-12,0.029634822769904774,0.0003605551275463987
2008-03,0.027610634276973946,0.00039999999999999996
2008-06,0.06894789612880006,5.7735026918962605e-05
2008-09,0.05422404416143495,0.00011547005383792521
2008-12,0.08868965871185207,0.00040414518843273807
2009-03,0.1064639442600489,0.0001
2009-06,0.046993368174816266,5.773502691896258e-05
2009-09,0.022830957780101996,0.0
2009-12,0.0385675798964155,5.773502691896258e-05
2010-03,0.048951891816484495,5.773502691896258e-05
2010-06,0.04976383859522097,0.0
2010-09,0.07312799656251762,0.0
2010-12,0.0339360955473063,0.0
2011-03,0.0170161888751803,0.0
2011-06,0.02572982542535377,0.0
2011-09,0.02582064805423166,5.773502691896258e-05
2011-12,0.06156723582581594,0.0
2012-03,0.0063866134785908095,0.0
2012-06,0.05115627343393966,5.773502691896258e-05
2012-09,0.005870923154906932,5.773502691896258e-05
2012-12,0.014442714954397324,0.0
2013-03,0.019915167165362554,0.0
2013-06,0.01991949636672136,0.0
2013-09,0.04210617841183508,0.0
2013-12,0.01107770912856865,0.0
2014-03,0.03939237372297884,0.0
2014-06,0.00805313630549272,0.0
2014-09,0.03057272712709203,0.0
2014-12,0.01621184623933241,0.0
2015-03,0.046181449392404206,0.0
2015-06,0.017647032558987266,0.0
2015-09,0.04126347446040677,0.0
2015-12,0.053589217449851595,5.773502691896258e-05
2016-03,0.05875658197113577,5.773502691896257e-05
2016-06,0.007856571020228938,5.773502691896258e-05
2016-09,0.021267643266291245,0.0
2016-12,0.027519299167012616,9.999999999999999e-05
2017-03,0.01879614476696384,5.7735026918962605e-05
2017-06,0.003420549897075827,5.773502691896258e-05
2017-09,0.010842280992725667,0.00011547005383792518
2017-12,0.015419369506382057,5.7735026918962544e-05
2018-03,0.051791231590168664,5.773502691896244e-05
2018-06,0.01034747991882498,0.0
