,return forecast,in sample performance
2007-08-01,-0.00024606294890797825,-0.46262855842238926
2007-09-01,-0.00024606294890797825,-0.5382488788587607
2007-10-01,-0.00024606294890797825,-1.0038363967012758
2007-11-01,-0.00024606294890797825,-1.608709329572295
2007-12-01,-0.00024606294890797825,-0.7510897858778876
2008-01-01,-0.00024606294890797825,-0.6498618288530453
2008-02-01,-0.00024606294890797825,-0.6063732666132315
2008-03-01,-0.00024606294890797825,-0.8184265678322495
2008-04-01,-0.00024606294890797825,-1.0891176104668545
2008-05-01,-0.00024606294890797825,-1.6254139926031326
2008-06-01,-0.00024606294890797825,-0.7801485136635178
2008-07-01,-2.5791476738437624e-05,-0.2773492676280772
2008-08-01,-2.5791476738437624e-05,-0.2622298078224945
2008-09-01,-9.849751984889604e-05,-1.3136409848790684
2008-10-01,-9.849751984889604e-05,-1.4115573203116218
2008-11-01,0.0009345051006684965,-2.3805550839154375
2008-12-01,0.0009345051006684965,-1.2036060490442857
2009-01-01,0.0009345051006684965,-0.9545805174738716
2009-02-01,0.0009345051006684965,-0.9705900493172741
2009-03-01,0.0009345051006684965,-1.300532364110118
2009-04-01,0.0010033819568075267,-0.2593007253538737
2009-05-01,0.0010033819568075267,-0.6882167281398059
2009-06-01,0.0010033819568075267,-0.8485829848308422
2009-07-01,0.0010033819568075267,-0.3949690414872051
2009-08-01,0.0010033819568075267,-0.3663160986504756
2009-09-01,0.0010033819568075267,-0.7081640264846427
2009-10-01,0.0010033819568075267,-0.730617425624197
2009-11-01,0.0010033819568075267,-1.0740152095407387
2009-12-01,0.0009668943105693231,-0.9300318852384166
2010-01-01,0.0009668943105693231,-0.49041568056685464
2010-02-01,0.0009668943105693231,-0.4288229025627054
2010-03-01,0.0009668943105693231,-0.8082697049371077
2010-04-01,0.0009668943105693231,-1.0154837271557078
2010-05-01,0.0009668943105693231,-1.4763833392756287
2010-06-01,0.0009668943105693231,-0.9009097587875162
2010-07-01,0.0009668943105693231,-0.5293721958130275
2010-08-01,0.0009668943105693231,-0.43071832344474037
2010-09-01,0.0009668943105693231,-0.7304109498352662
2010-10-01,0.0009668943105693231,-0.6016741821607994
2010-11-01,0.0009668943105693231,-0.7015208626752406
2010-12-01,0.0009668943105693231,-0.821595204959281
2011-01-01,0.0009668943105693231,-0.6543646828896149
2011-02-01,0.0009668943105693231,-1.0629722965595036
2011-03-01,0.0009668943105693231,-1.433441026646753
2011-04-01,0.0009668943105693231,-0.9191953823273676
2011-05-01,0.0009668943105693231,-0.8247928414419279
2011-06-01,0.0009668943105693231,-1.011711219110397
2011-07-01,0.0009668943105693231,-0.6906521381292551
2011-08-01,0.0009668943105693231,-1.0636303022912594
2011-09-01,0.0009668943105693231,-1.4368315415393136
2011-10-01,0.0009668943105693231,-0.9200193822923083
2011-11-01,0.0009668943105693231,-0.7744046031005781
2011-12-01,0.0009668943105693231,-0.9285015676142454
2012-01-01,0.0009668943105693231,-0.6120278325308426
2012-02-01,0.0009668943105693231,-1.1320020269587987
2012-03-01,0.0009668943105693231,-1.6239458511180462
2012-04-01,0.0009668943105693231,-1.015205775736591
2012-05-01,0.0009668943105693231,-0.7952963220031857
2012-06-01,0.0009668943105693231,-1.006331523344464
2012-07-01,0.0009668943105693231,-0.61677924123854
2012-08-01,0.0009668943105693231,-1.13603630254572
2012-09-01,0.0009668943105693231,-1.5752746060333243
2012-10-01,0.0009668943105693231,-1.1828010878642867
2012-11-01,0.0009668943105693231,-1.5859603107162457
2012-12-01,0.0009668943105693231,-1.6563114863534039
2013-01-01,0.0009668943105693231,-1.975832222282421
2013-02-01,0.0009668943105693231,-1.7890327554623324
2013-03-01,0.0009668943105693231,-2.1496076246127367
2013-04-01,0.0009668943105693231,-1.5112833077247048
2013-05-01,0.0009668943105693231,-1.7547910546101724
2013-06-01,0.0009668943105693231,-1.528258706098841
2013-07-01,0.0009668943105693231,-2.0377724783086566
2013-08-01,0.0009668943105693231,-2.0725940809737606
2013-09-01,0.0009668943105693231,-2.0550627094395066
2013-10-01,0.0009668943105693231,-1.3869157755483554
2013-11-01,0.00013501288115300852,-0.14578828134899469
2013-12-01,-1.3028217199818892e-05,-0.6672727663254504
2014-01-01,-1.3028217199818892e-05,-0.612860887586753
2014-02-01,-1.3028217199818892e-05,-0.6832732407306463
2014-03-01,-1.3028217199818892e-05,-1.26027683681343
2014-04-01,-1.3028217199818892e-05,-0.6545721416333341
2014-05-01,-1.3028217199818892e-05,-0.37097367369765677
2014-06-01,-1.3028217199818892e-05,-0.4696503764249701
2014-07-01,-1.3028217199818892e-05,-0.42105435612285724
2014-08-01,-1.3028217199818892e-05,-0.41962079631042726
2014-09-01,-1.3028217199818892e-05,-0.6007834567962815
2014-10-01,-1.3028217199818892e-05,-0.28841072651074057
2014-11-01,-1.3028217199818892e-05,-0.2610400032337235
2014-12-01,0.00022659296822526848,-0.3192202056905059
2015-01-01,0.0002816068138847688,-0.42033074649557645
2015-02-01,0.0002816068138847688,-0.3192690727496682
2015-03-01,0.0002816068138847688,-0.4568652600355092
2015-04-01,0.0002816068138847688,-0.18099166159971314
2015-05-01,0.0002816068138847688,-0.1856227996981674
2015-06-01,0.0002816068138847688,-0.2853100211072892
2015-07-01,0.0002816068138847688,-0.4147982137059939
2015-08-01,0.0002816068138847688,-0.20781331553228174
2015-09-01,0.0002816068138847688,-0.15532970116765432
2015-10-01,0.0002816068138847688,-0.10061635900970164
2015-11-01,0.0002816068138847688,-0.13967946801642098
2015-12-01,0.00034780849088167365,-0.5979726683857762
